web-scraper-order,web-scraper-start-url,ListingLink,ListingLink-href,YearBuilt,LotSize,PropertyDetails,beds,baths,size,date-sold,address,price,price-link
"1662853557-1","https://www.zillow.com/salvo-nc/sold/","27197 Jackson Rd, Salvo, NC 27972","https://www.zillow.com/homedetails/27197-Jackson-Rd-Salvo-NC-27972/249668968_zpid/","Built in 2005","1.30 Acres","Property detailsParkingParking features: Carport, Off Street, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Concrete, Private Pool, PrivateSpa included: YesSpa features: Private, Jet Tub, BathExterior features: Lighting, Outdoor Shower, Storage, Dock, Dry EntryPatio and porch details: Covered Decks, Sun DeckFencing: FencedView description: Salt Marsh, SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: Salt Marsh,SoundLotLot size: 1.30 AcresOther property informationParcel number: 012185000Zoning description: Res","5","9","4,744","10/07/2019","27197 Jackson Rd, Salvo, NC 27972","$625,000",""
"1662854379-2","https://www.zillow.com/salvo-nc/sold/","25215 La Waves Dr, Waves, NC 27982","https://www.zillow.com/homedetails/25215-La-Waves-Dr-Waves-NC-27982/2064306013_zpid/","2004","3,786 sqft","Property detailsParkingParking features: No Garage, Paved, Off StreetPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Fiberglass, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened PorchWaterfront features: More than 5th row, Beach AccessFrontage length: Roadfront: 101LotLot size: 3,786 sqftLot size dimensions: 101  x  147Lot features: LevelOther property informationZoning description: S-1","6","8","3,786","07/03/2022","25215 La Waves Dr, Waves, NC 27982","$770,000","$770,000"
"1662854389-3","https://www.zillow.com/salvo-nc/sold/","26919 Colony Dr #49, Salvo, NC 27972","https://www.zillow.com/homedetails/26919-Colony-Dr-49-Salvo-NC-27972/2076061093_zpid/","","","","","","","10/28/2019","26919 Colony Dr #49, Salvo, NC 27972","$330,000","$330,000"
"1662854399-4","https://www.zillow.com/salvo-nc/sold/","27212 Sea Chest, Salvo, NC 27972","https://www.zillow.com/homedetails/27212-Sea-Chest-Salvo-NC-27972/2081508772_zpid/","","","","","","","08/25/2020","27212 Sea Chest, Salvo, NC 27972","$85,000","$85,000"
"1662854508-5","https://www.zillow.com/salvo-nc/sold/","26219 Monitor Ln, Salvo, NC 27972","https://www.zillow.com/homedetails/26219-Monitor-Ln-Salvo-NC-27972/228617706_zpid/","1977","10,001 sqft","Property detailsParkingParking features: Carport, Off-streetPropertyExterior features: Shingle, VinylView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 012987000","3","2","1,340","01/16/2020","26219 Monitor Ln, Salvo, NC 27972","$185,000","$185,000"
"1662854520-6","https://www.zillow.com/salvo-nc/sold/","25263 Sea Isle Hills Dr, Waves, NC 27982","https://www.zillow.com/homedetails/25263-Sea-Isle-Hills-Dr-Waves-NC-27982/250038594_zpid/","1985","0.30 Acres","Property detailsParkingTotal spaces: 2Parking features: 2 Car, Off Street, PavedGarage spaces: 2Covered spaces: 2PropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Patio, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.30 AcresLot features: Cul-De-Sac, LevelOther property informationParcel number: 027385000Zoning description: Res","5","3","2,368","03/25/2021","25263 Sea Isle Hills Dr, Waves, NC 27982","$698,000","$698,000"
"1662854958-7","https://www.zillow.com/salvo-nc/sold/","27188 Happy Crab Way, Salvo, NC 27972","https://www.zillow.com/homedetails/27188-Happy-Crab-Way-Salvo-NC-27972/228633160_zpid/","1983","2.35 Acres","Property detailsParkingParking features: Attached, Off Street, UnpavedPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Storage, Dock, Dry EntryPatio and porch details: Covered Decks, Patio, Sun DeckView description: Salt Marsh, SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: Salt Marsh,SoundLotLot size: 2.35 AcresLot features: Cul-De-Sac, Level, LandscapedOther property informationParcel number: 028938000Zoning description: Res","3","4","2,424","01/10/2022","27188 Happy Crab Way, Salvo, NC 27972","$874,000","$874,000"
"1662855059-8","https://www.zillow.com/salvo-nc/sold/","27052 Ocean St LOT 21, Salvo, NC 27972","https://www.zillow.com/homedetails/27052-Ocean-St-LOT-21-Salvo-NC-27972/2076059260_zpid/","1987","0.25 Acres","Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.25 AcresLot features: LevelOther property informationZoning description: Res","4","3","1,568","09/24/2020","27052 Ocean St LOT 21, Salvo, NC 27972","$348,000","$348,000"
"1662855069-9","https://www.zillow.com/salvo-nc/sold/","26225 Bluebeard Rd, Salvo, NC 27972","https://www.zillow.com/homedetails/26225-Bluebeard-Rd-Salvo-NC-27972/228617874_zpid/","1978","","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.25 AcresOther property informationParcel number: 013185000","4","2","1,344","04/28/2022","26225 Bluebeard Rd, Salvo, NC 27972","$470,000","$470,000"
"1662855079-10","https://www.zillow.com/salvo-nc/sold/","25220 Island Pines Dr LOT 12, Waves, NC 27982","https://www.zillow.com/homedetails/25220-Island-Pines-Dr-LOT-12-Waves-NC-27982/2099898399_zpid/","","","","","","","01/10/2022","25220 Island Pines Dr LOT 12, Waves, NC 27982","$125,000","$125,000"
"1662855091-11","https://www.zillow.com/salvo-nc/sold/","25256 Bold Dune Dr, Waves, NC 27982","https://www.zillow.com/homedetails/25256-Bold-Dune-Dr-Waves-NC-27982/250038235_zpid/","1979","10,000 sqft","Property detailsParkingTotal spaces: 2Parking features: CarportPropertySpa included: YesExterior features: Wood, CompositionLotLot size: 10,000 sqftOther property informationParcel number: 011646000","3","2","1,782","02/17/2020","25256 Bold Dune Dr, Waves, NC 27982","$375,000","$375,000"
"1662855101-12","https://www.zillow.com/salvo-nc/sold/","27207 Spin Drift Rd LOT 2, Salvo, NC 27972","https://www.zillow.com/homedetails/27207-Spin-Drift-Rd-LOT-2-Salvo-NC-27972/2091352586_zpid/","","","","","","","10/08/2020","27207 Spin Drift Rd LOT 2, Salvo, NC 27972","$62,000","$62,000"
"1662855111-13","https://www.zillow.com/salvo-nc/sold/","26868 Colony Dr, Salvo, NC 27972","https://www.zillow.com/homedetails/26868-Colony-Dr-Salvo-NC-27972/228617854_zpid/","1974","10,000 sqft","Property detailsPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Screened Porch, Sun Deck, Roof Top DeckView description: SoundWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: SoundLotLot size: 10,000 sqftLot features: Easement(s), LevelOther property informationParcel number: 013164000Zoning description: S-1","2","2","640","05/07/2021","26868 Colony Dr, Salvo, NC 27972","$295,000","$295,000"
"1662855121-14","https://www.zillow.com/salvo-nc/sold/","26314 Galleon Dr LOT 71, Salvo, NC 27972","https://www.zillow.com/homedetails/26314-Galleon-Dr-LOT-71-Salvo-NC-27972/2086717768_zpid/","","","","","","10,000","06/08/2022","26314 Galleon Dr LOT 71, Salvo, NC 27972","$45,000","$45,000"
"1662855131-15","https://www.zillow.com/salvo-nc/sold/","27165 Ocean St LOT 14, Salvo, NC 27972","https://www.zillow.com/homedetails/27165-Ocean-St-LOT-14-Salvo-NC-27972/2078660433_zpid/","","","","","","","11/17/2020","27165 Ocean St LOT 14, Salvo, NC 27972","$163,750","$163,750"
"1662855141-16","https://www.zillow.com/salvo-nc/sold/","26216 Bluebeard Rd, Salvo, NC 27972","https://www.zillow.com/homedetails/26216-Bluebeard-Rd-Salvo-NC-27972/228617863_zpid/","1972","10,000 sqft","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 013176000","2","1.5","1,176","08/14/2020","26216 Bluebeard Rd, Salvo, NC 27972","$260,000","$260,000"
"1662855151-17","https://www.zillow.com/salvo-nc/sold/","27289 S Sunrise Ct, Salvo, NC 27972","https://www.zillow.com/homedetails/27289-S-Sunrise-Ct-Salvo-NC-27972/303958290_zpid/","2004","0.51 Acres","Property detailsParkingParking features: PavedPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.51 AcresLot features: Adj to Park Serv./Preserv, Cul-De-Sac, LevelOther property informationParcel number: 03112300001Zoning description: S-1","8","8","4,760","09/16/2021","27289 S Sunrise Ct, Salvo, NC 27972","$2.79M","$2,790,000"
"1662855161-18","https://www.zillow.com/salvo-nc/sold/","25200 Sea Isle Hills Ct, Waves, NC 27982","https://www.zillow.com/homedetails/25200-Sea-Isle-Hills-Ct-Waves-NC-27982/250038490_zpid/","2003","0.34 Acres","Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.34 AcresOther property informationParcel number: 029619001","6","5","3,015","07/13/2020","25200 Sea Isle Hills Ct, Waves, NC 27982","$535,000","$535,000"
"1662855171-19","https://www.zillow.com/salvo-nc/sold/","27231 Dory Rd, Salvo, NC 27972","https://www.zillow.com/homedetails/27231-Dory-Rd-Salvo-NC-27972/228632731_zpid/","1988","0.39 Acres","Property detailsParkingParking features: Carport, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Covered DecksView description: OceanWaterfront features: 4 - lots from oceanfront (5th roHas waterview: YesWaterview: OceanLotLot size: 0.39 AcresOther property informationParcel number: 028444000Zoning description: res","3","2","1,525","03/26/2021","27231 Dory Rd, Salvo, NC 27972","$390,000","$390,000"
"1662855181-20","https://www.zillow.com/salvo-nc/sold/","26218 Jolly Roger Rd, Salvo, NC 27972","https://www.zillow.com/homedetails/26218-Jolly-Roger-Rd-Salvo-NC-27972/228617763_zpid/","1984","10,000 sqft","Property detailsParkingParking features: CarportPropertyPrivate pool: YesExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 013058000","3","2","1,056","12/04/2020","26218 Jolly Roger Rd, Salvo, NC 27972","$325,000","$325,000"
"1662855191-21","https://www.zillow.com/salvo-nc/sold/","25199 Sea Isle Hills Ct LOT 1-8-3, Waves, NC 27982","https://www.zillow.com/homedetails/25199-Sea-Isle-Hills-Ct-LOT-1-8-3-Waves-NC-27982/2072415643_zpid/","","","","","","","11/27/2019","25199 Sea Isle Hills Ct LOT 1-8-3, Waves, NC 27982","$451,500","$451,500"
"1662855200-22","https://www.zillow.com/salvo-nc/sold/","27033 2nd St, Salvo, NC 27972","https://www.zillow.com/homedetails/27033-2nd-St-Salvo-NC-27972/303961611_zpid/","2019","10,001 sqft","Property detailsPropertySpa included: YesExterior features: VinylView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 013343011","3","2","1,228","12/14/2020","27033 2nd St, Salvo, NC 27972","$355,000","$355,000"
"1662855228-23","https://www.zillow.com/salvo-nc/sold/","25275 Sea Vista Dr, Kitty Hawk, NC 27982","https://www.zillow.com/homedetails/25275-Sea-Vista-Dr-Kitty-Hawk-NC-27982/247062807_zpid/","1998","0.34 Acres","Property detailsParkingTotal spaces: 2Parking features: 2 Car, Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Concrete, Private Pool, Association Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: Ocean Front, Beach Front, Waterfront, Beach Access, Boardwalk to BeachFrontage length: Waterfront: 75Has waterview: YesWaterview: Ocean,SoundLotLot size: 0.34 AcresLot features: Adj to Park Serv./PreservOther property informationParcel number: 014324206Zoning description: S-1","5","6","3,216","05/28/2021","25275 Sea Vista Dr, Kitty Hawk, NC 27982","$887,275","$887,275"
"1662855254-24","https://www.zillow.com/salvo-nc/sold/","0 Monitor Ln LOT 18, Salvo, NC 27972","https://www.zillow.com/homedetails/0-Monitor-Ln-LOT-18-Salvo-NC-27972/2093775546_zpid/","","","","","","","02/02/2022","0 Monitor Ln LOT 18, Salvo, NC 27972","$142,777","$142,777"
"1662855271-25","https://www.zillow.com/salvo-nc/sold/","26212 Wimble Shores, Salvo, NC 27972","https://www.zillow.com/homedetails/26212-Wimble-Shores-Salvo-NC-27972/2081768590_zpid/","","","","","","8,000","11/15/2019","26212 Wimble Shores, Salvo, NC 27972","$59,000","$59,000"
"1662855297-26","https://www.zillow.com/salvo-nc/sold/","0 Sea Isle Hills Dr LOT 13, Waves, NC 27982","https://www.zillow.com/homedetails/0-Sea-Isle-Hills-Dr-LOT-13-Waves-NC-27982/2072228154_zpid/","","","","","","","09/16/2021","0 Sea Isle Hills Dr LOT 13, Waves, NC 27982","$372,000","$372,000"
"1662855326-27","https://www.zillow.com/salvo-nc/sold/","27256 Tarheel Ct, Salvo, NC 27972","https://www.zillow.com/homedetails/27256-Tarheel-Ct-Salvo-NC-27972/2063419147_zpid/","2022","No Data","Property detailsPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivatePatio and porch details: Covered DecksWaterfront features: NoneLotLot features: Level, Landscaped, Lawn SprinklersOther property informationZoning description: S-1","1","16","6,216","07/06/2022","27256 Tarheel Ct, Salvo, NC 27972","$3.14M","$3,140,000"
"1662855357-28","https://www.zillow.com/salvo-nc/sold/","0 4th St LOT B, Salvo, NC 27972","https://www.zillow.com/homedetails/0-4th-St-LOT-B-Salvo-NC-27972/2076054117_zpid/","","","","","","","04/22/2020","0 4th St LOT B, Salvo, NC 27972","$59,000","$59,000"
"1662855373-29","https://www.zillow.com/salvo-nc/sold/","27255 Sand St LOT 2, Salvo, NC 27972","https://www.zillow.com/homedetails/27255-Sand-St-LOT-2-Salvo-NC-27972/2076056652_zpid/","","","","","","","12/10/2019","27255 Sand St LOT 2, Salvo, NC 27972","$568,000","$568,000"
"1662855383-30","https://www.zillow.com/salvo-nc/sold/","27044 Park Rd, Salvo, NC 27972","https://www.zillow.com/homedetails/27044-Park-Rd-Salvo-NC-27972/228617988_zpid/","1969","0.28 Acres","Property detailsParkingParking features: No Garage, Off Street, UnpavedPropertyPool features: NoneExterior features: StoragePatio and porch details: Sun DeckWaterfront features: More than 5th row, Beach AccessLotLot size: 0.28 AcresLot size dimensions: 95.30 x 115.71 x 85.44 x 131.28Lot features: LevelOther property informationParcel number: 013320001Zoning description: S-1","2","2","550","08/19/2022","27044 Park Rd, Salvo, NC 27972","$275,000","$275,000"
"1662855395-31","https://www.zillow.com/salvo-nc/sold/","25219 Island Pines Dr, Waves, NC 27982","https://www.zillow.com/homedetails/25219-Island-Pines-Dr-Waves-NC-27982/86652591_zpid/","2002","0.46 Acres","Property detailsParkingTotal spaces: 2Parking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.46 AcresOther property informationParcel number: 014250001","5","7","2,734","07/29/2020","25219 Island Pines Dr, Waves, NC 27982","$475,000","$475,000"
"1662855405-32","https://www.zillow.com/salvo-nc/sold/","25289 Sea Isle Hills Dr, Kitty Hawk, NC 27982","https://www.zillow.com/homedetails/25289-Sea-Isle-Hills-Dr-Kitty-Hawk-NC-27982/247062830_zpid/","1998","No Data","Property detailsParkingParking features: Carport, Paved, Off StreetCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Concrete, Heated, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, StoragePatio and porch details: Covered DecksView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanLotLot features: LevelOther property informationParcel number: 014327000Zoning description: S-1","5","5","1,850","05/27/2022","25289 Sea Isle Hills Dr, Kitty Hawk, NC 27982","$950,000","$950,000"
"1662855415-33","https://www.zillow.com/salvo-nc/sold/","26210 Quay Ct, Salvo, NC 27972","https://www.zillow.com/homedetails/26210-Quay-Ct-Salvo-NC-27972/228617604_zpid/","2009","10,001 sqft","Property detailsParkingParking features: CarportPropertyPrivate pool: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 012864000","4","5","2,634","02/21/2020","26210 Quay Ct, Salvo, NC 27972","$490,000","$490,000"
"1662855425-34","https://www.zillow.com/salvo-nc/sold/","25219 Sea Vista Dr LOT 13, Waves, NC 27982","https://www.zillow.com/homedetails/25219-Sea-Vista-Dr-LOT-13-Waves-NC-27982/2091919263_zpid/","","","","","","","11/10/2021","25219 Sea Vista Dr LOT 13, Waves, NC 27982","$106,150","$106,150"
"1662855435-35","https://www.zillow.com/salvo-nc/sold/","26225 Cutlass Ln, Salvo, NC 27972","https://www.zillow.com/homedetails/26225-Cutlass-Ln-Salvo-NC-27972/308901804_zpid/","2005","0.26 Acres","Property detailsPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.26 AcresOther property informationParcel number: 012963000","5","6.5","3,315","05/24/2022","26225 Cutlass Ln, Salvo, NC 27972","$865,000","$865,000"
"1662855446-36","https://www.zillow.com/salvo-nc/sold/","27194 W Dory Rd, Salvo, NC 27972","https://www.zillow.com/homedetails/27194-W-Dory-Rd-Salvo-NC-27972/228617920_zpid/","1977","10,000 sqft","Property detailsPropertyExterior features: OtherLotLot size: 10,000 sqftOther property informationParcel number: 013226000","3","1.5","920","11/24/2021","27194 W Dory Rd, Salvo, NC 27972","$165,000","$165,000"
"1662855458-37","https://www.zillow.com/salvo-nc/sold/","26673 State Highway 12 LOT 22, Salvo, NC 27972","https://www.zillow.com/homedetails/26673-State-Highway-12-LOT-22-Salvo-NC-27972/2072044028_zpid/","","","","","","","06/11/2021","26673 State Highway 12 LOT 22, Salvo, NC 27972","$118,000","$118,000"
"1662855467-38","https://www.zillow.com/salvo-nc/sold/","27228 Sand St, Salvo, NC 27972","https://www.zillow.com/homedetails/27228-Sand-St-Salvo-NC-27972/247063347_zpid/","1993","0.34 Acres","Property detailsParkingParking features: No Garage, Off Street, UnpavedPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Outdoor ShowerPatio and porch details: Screened Porch, Sun DeckView description: Ocean, SoundWaterfront features: More than 5th rowHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.34 AcresLot features: LevelOther property informationParcel number: 02833500101Zoning description: Res","5","4","2,080","11/19/2020","27228 Sand St, Salvo, NC 27972","$337,000","$337,000"
"1662855479-39","https://www.zillow.com/salvo-nc/sold/","25855 State Highway 12, Kitty Hawk, NC 27982","https://www.zillow.com/homedetails/25855-State-Highway-12-Kitty-Hawk-NC-27982/86652628_zpid/","1990","0.40 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.40 AcresOther property informationParcel number: 014272001","4","2","2,000","09/25/2020","25855 State Highway 12, Kitty Hawk, NC 27982","$200,000","$200,000"
"1662855489-40","https://www.zillow.com/salvo-nc/sold/","25283 Sea Vista Dr, Waves, NC 27982","https://www.zillow.com/homedetails/25283-Sea-Vista-Dr-Waves-NC-27982/228618759_zpid/","1989","0.34 Acres","Property detailsParkingParking features: No Garage, Off Street, PavedPropertyPrivate pool: YesPool features: Association Pool, In Ground, Outdoor Pool, Private Pool, Private and AssociationSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Sun DeckView description: Ocean, SoundWaterfront features: Ocean Front, Beach Front, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.34 AcresLot size dimensions: 15000Lot features: Level, LandscapedOther property informationParcel number: 014324209Zoning description: S-1","7","7","4,104","12/16/2021","25283 Sea Vista Dr, Waves, NC 27982","$1.02M","$1,022,777"
"1662855499-41","https://www.zillow.com/salvo-nc/sold/","26573 Colony Dr, Salvo, NC 27972","https://www.zillow.com/homedetails/26573-Colony-Dr-Salvo-NC-27972/228617759_zpid/","1975","No Data","Property detailsPropertyPrivate pool: YesPool features: Heated Salt, In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, Dry EntryPatio and porch details: Patio, Sun DeckView description: OceanWaterfront features: Ocean Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanOther property informationParcel number: 013054000Zoning description: Res","4","4","2,225","08/02/2021","26573 Colony Dr, Salvo, NC 27972","$735,000","$735,000"
"1662855509-42","https://www.zillow.com/salvo-nc/sold/","26214 Bluebeard Rd LOT 69, Salvo, NC 27972","https://www.zillow.com/homedetails/26214-Bluebeard-Rd-LOT-69-Salvo-NC-27972/2076054513_zpid/","2005","10,000 sqft","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Storage, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,000 sqftLot features: LevelOther property informationZoning description: Res","5","6","2,881","11/17/2020","26214 Bluebeard Rd LOT 69, Salvo, NC 27972","$517,000","$517,000"
"1662855519-43","https://www.zillow.com/salvo-nc/sold/","25072 Sea Vista Ct, Waves, NC 27982","https://www.zillow.com/homedetails/25072-Sea-Vista-Ct-Waves-NC-27982/228618756_zpid/","1988","0.44 Acres","Property detailsParkingParking features: Carport, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: Association Pool, Outdoor Pool, AssociationSpa included: YesSpa features: Private, Jet TubPatio and porch details: Screened PorchFencing: FencedView description: Lake/River, SoundWaterfront features: More than 5th rowHas waterview: YesWaterview: Lake/River,SoundLotLot size: 0.44 AcresLot size dimensions: 19000Lot features: Cul-De-Sac, LevelOther property informationParcel number: 014324128Zoning description: resident","4","2","1,675","04/09/2021","25072 Sea Vista Ct, Waves, NC 27982","$340,000","$340,000"
"1662855529-44","https://www.zillow.com/salvo-nc/sold/","26214 Bluebeard Rd, Salvo, NC 27972","https://www.zillow.com/homedetails/26214-Bluebeard-Rd-Salvo-NC-27972/228617858_zpid/","2005","10,001 sqft","Property detailsParkingParking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,001 sqftOther property informationParcel number: 013170000","5","6","2,881","11/17/2020","26214 Bluebeard Rd, Salvo, NC 27972","$517,000","$517,000"
"1662855539-45","https://www.zillow.com/salvo-nc/sold/","26243 Rampart St, Salvo, NC 27972","https://www.zillow.com/homedetails/26243-Rampart-St-Salvo-NC-27972/250038607_zpid/","2000","10,000 sqft","Property detailsParkingParking features: Carport, Off Street, PavedCarport: YesPropertyPrivate pool: YesPool features: Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Covered Decks, Screened Porch, Sun DeckFencing: FencedView description: Ocean, SoundWaterfront features: 2 - lots from oceanfront (3rd ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,000 sqftLot features: Level, LandscapedOther property informationParcel number: 027107000Zoning description: S1","5","4","1,950","04/15/2022","26243 Rampart St, Salvo, NC 27972","$745,000","$745,000"
"1662855548-46","https://www.zillow.com/salvo-nc/sold/","25288 Sea Vista Dr LOT 14, Waves, NC 27982","https://www.zillow.com/homedetails/25288-Sea-Vista-Dr-LOT-14-Waves-NC-27982/2076063495_zpid/","","","","","","","05/01/2020","25288 Sea Vista Dr LOT 14, Waves, NC 27982","$638,000","$638,000"
"1662855558-47","https://www.zillow.com/salvo-nc/sold/","27255 Sand St, Kitty Hawk, NC 27972","https://www.zillow.com/homedetails/27255-Sand-St-Kitty-Hawk-NC-27972/247063344_zpid/","1999","10,500 sqft","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 10,500 sqftLot features: LevelOther property informationParcel number: 028330002Zoning description: Res","5","4","2,288","02/28/2022","27255 Sand St, Kitty Hawk, NC 27972","$899,000","$899,000"
"1662855568-48","https://www.zillow.com/salvo-nc/sold/","25239 Wimble Shrs, Waves, NC 27982","https://www.zillow.com/homedetails/25239-Wimble-Shrs-Waves-NC-27982/249918930_zpid/","2002","10,000 sqft","Property detailsPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 011605000","4","3","1,844","12/13/2019","25239 Wimble Shrs, Waves, NC 27982","$396,000","$396,000"
"1662855578-49","https://www.zillow.com/salvo-nc/sold/","27215 Dory Rd LOT 26, Salvo, NC 27972","https://www.zillow.com/homedetails/27215-Dory-Rd-LOT-26-Salvo-NC-27972/2072589270_zpid/","","","","","","","06/04/2021","27215 Dory Rd LOT 26, Salvo, NC 27972","$77,500","$77,500"
"1662855588-50","https://www.zillow.com/salvo-nc/sold/","25224 Sea Isle Hills Dr, Waves, NC 27982","https://www.zillow.com/homedetails/25224-Sea-Isle-Hills-Dr-Waves-NC-27982/2099930876_zpid/","1998","8,500 sqft","Property detailsParkingParking features: Carport, Paved, Off StreetCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun Deck, Roof Top DeckView description: Ocean, SoundWaterfront features: More than 5th rowHas waterview: YesWaterview: Ocean,SoundLotLot size: 8,500 sqftLot features: LevelOther property informationZoning description: S1","3","3","1,648","04/29/2022","25224 Sea Isle Hills Dr, Waves, NC 27982","$535,000","$535,000"
"1662855599-51","https://www.zillow.com/salvo-nc/sold/","26245 Wimble Shore Dr, Waves, NC 27982","https://www.zillow.com/homedetails/26245-Wimble-Shore-Dr-Waves-NC-27982/228617471_zpid/","1984","8,000 sqft","Property detailsParkingTotal spaces: 3Parking features: Carport, Off-streetPropertySpa included: YesExterior features: ShingleView description: WaterHas waterview: YesWaterview: WaterLotLot size: 8,000 sqftOther property informationParcel number: 012790000","3","3","1,095","04/19/2021","26245 Wimble Shore Dr, Waves, NC 27982","$400,000","$400,000"
"1662855609-52","https://www.zillow.com/salvo-nc/sold/","26003 Colony Dr, Salvo, NC 27972","https://www.zillow.com/homedetails/26003-Colony-Dr-Salvo-NC-27972/228617510_zpid/","1997","0.34 Acres","Property detailsParkingParking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: OtherLotLot size: 0.34 AcresOther property informationParcel number: 012819006","5","5","3,348","10/30/2020","26003 Colony Dr, Salvo, NC 27972","$765,000","$765,000"
