web-scraper-order,web-scraper-start-url,ListingLink,ListingLink-href,YearBuilt,LotSize,PropertyDetails,beds,baths,size,date-sold,address,price,price-link
"1663002228-565","https://www.zillow.com/avon-nc/sold/","39253 Sandfiddler Ln, Avon, NC 27915","https://www.zillow.com/homedetails/39253-Sandfiddler-Ln-Avon-NC-27915/308901995_zpid/","1968","6,000 sqft","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 6,000 sqftOther property informationParcel number: 013585000","3","1.5","1,323","03/04/2022","39253 Sandfiddler Ln, Avon, NC 27915","$380,000","$380,000"
"1663002238-566","https://www.zillow.com/avon-nc/sold/","42022 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/42022-Ocean-View-Dr-Avon-NC-27915/86668951_zpid/","1985","0.42 Acres","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 0.42 AcresLot features: LevelOther property informationParcel number: 029596062Zoning description: R-1","4","3","1,928","04/30/2021","42022 Ocean View Dr, Avon, NC 27915","$432,000","$432,000"
"1663002248-567","https://www.zillow.com/avon-nc/sold/","40185 Bonito Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40185-Bonito-Rd-Avon-NC-27915/228618324_zpid/","1988","","Property detailsParkingParking features: Carport, PavedCarport: YesPropertyPool features: NoneExterior features: Outdoor Shower, StoragePatio and porch details: Sun DeckView description: SoundWaterfront features: Semi-SoundfrontHas waterview: YesWaterview: SoundOther property informationParcel number: 013648999Attached to another structure: YesZoning description: R1","2","2","1,104","05/17/2021","40185 Bonito Rd, Avon, NC 27915","$220,000","$220,000"
"1663002257-568","https://www.zillow.com/avon-nc/sold/","42076 Greenwood Pl, Avon, NC 27915","https://www.zillow.com/homedetails/42076-Greenwood-Pl-Avon-NC-27915/228632236_zpid/","2001","0.28 Acres","Property detailsParkingTotal spaces: 2PropertySpa included: YesExterior features: Cement / ConcreteView description: ParkLotLot size: 0.28 AcresOther property informationParcel number: 027818058","5","6","3,126","10/26/2020","42076 Greenwood Pl, Avon, NC 27915","$520,000","$520,000"
"1663002267-569","https://www.zillow.com/avon-nc/sold/","42082 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/42082-Ocean-View-Dr-Avon-NC-27915/228633922_zpid/","1990","0.42 Acres","Property detailsParkingTotal spaces: 2Parking features: 2 Car, Carport, Off Street, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Fiberglass, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, Park Serv/Preserve, Salt MarshWaterfront features: Semi-Oceanfront (2nd row), Beach Access, Boardwalk to BeachFrontage length: Roadfront: 35Has waterview: YesWaterview: Ocean,Salt MarshLotLot size: 0.42 AcresLot size dimensions: 35 x 209 x 250 x 78 x 211Lot features: Cul-De-SacOther property informationParcel number: 029596067Zoning description: R1","5","5","3,208","03/26/2021","42082 Ocean View Dr, Avon, NC 27915","$585,000","$585,000"
"1663002286-570","https://www.zillow.com/avon-nc/sold/","41153 Lakeside Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41153-Lakeside-Dr-Avon-NC-27915/228619253_zpid/","2000","2,500 sqft","Property detailsParkingParking features: Carport, Off Street, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Association Pool, In Ground, Outdoor Pool, Private Pool, Private and AssociationSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Sun Deck, Roof Top DeckView description: Lake/River, SoundWaterfront features: Lake Front, Bulkheaded, Waterfront, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Lake/River,SoundLotLot size: 2,500 sqftLot features: Adj. To Common Area, LevelOther property informationParcel number: 014822131Zoning description: R2","6","5","3,044","09/22/2021","41153 Lakeside Dr, Avon, NC 27915","$557,500","$557,500"
"1663002297-571","https://www.zillow.com/avon-nc/sold/","40244 Dune Way, Avon, NC 27915","https://www.zillow.com/homedetails/40244-Dune-Way-Avon-NC-27915/249922363_zpid/","2004","8,500 sqft","Property detailsParkingParking features: Carport, Paved, Off StreetCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Covered Decks, Screened Porch, Sun Deck, Roof Top DeckView description: OceanWaterfront features: 4 - lots from oceanfront (5th ro, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 8,500 sqftLot features: Cul-De-Sac, Level, LandscapedOther property informationAdditional structures included: CabanaParcel number: 029569000Zoning description: Res","4","7","2,516","07/30/2021","40244 Dune Way, Avon, NC 27915","$719,000","$719,000"
"1663002307-572","https://www.zillow.com/avon-nc/sold/","39190 Cobia Way, Avon, NC 27915","https://www.zillow.com/homedetails/39190-Cobia-Way-Avon-NC-27915/228618346_zpid/","1987","6,499 sqft","Property detailsParkingParking features: CarportPropertyExterior features: OtherLotLot size: 6,499 sqftOther property informationParcel number: 013677000","3","2","1,268","11/24/2020","39190 Cobia Way, Avon, NC 27915","$365,000","$365,000"
"1663002317-573","https://www.zillow.com/avon-nc/sold/","41657 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41657-Ocean-View-Dr-Avon-NC-27915/228633862_zpid/","1986","0.34 Acres","Property detailsParkingParking features: No Garage, Off StreetPropertyPool features: NoneSpa included: YesSpa features: Private, BathExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessFrontage length: Waterfront: 75,Roadfront: 75Has waterview: YesWaterview: OceanLotLot size: 0.34 AcresLot features: Adj to Park Serv./Preserv, LevelOther property informationParcel number: 029593030Zoning description: R-1","5","4","2,290","06/30/2021","41657 Ocean View Dr, Avon, NC 27915","$600,000","$600,000"
"1663002328-574","https://www.zillow.com/avon-nc/sold/","39214 Island Creek Ct, Avon, NC 27915","https://www.zillow.com/homedetails/39214-Island-Creek-Ct-Avon-NC-27915/2067862908_zpid/","2001","No Data","Property detailsParkingParking features: Paved, UndergroundHas garage: YesPropertyPool features: Outdoor Pool, Gunite, Association Pool, AssociationSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, DockPatio and porch details: Sun DeckView description: SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: SoundLotLot features: Adj. To Common AreaOther property informationZoning description: R-2","4","4","2,054","12/10/2021","39214 Island Creek Ct, Avon, NC 27915","$699,000","$699,000"
"1663002339-575","https://www.zillow.com/avon-nc/sold/","42164 Park Dr, Avon, NC 27915","https://www.zillow.com/homedetails/42164-Park-Dr-Avon-NC-27915/247062915_zpid/","2016","7,501 sqft","Property detailsPropertyExterior features: WoodView description: ParkLotLot size: 7,501 sqftOther property informationParcel number: 014875422","3","3","2,872","11/15/2019","42164 Park Dr, Avon, NC 27915","$548,000","$548,000"
"1663002349-576","https://www.zillow.com/avon-nc/sold/","41193 Brigantine Ct, Avon, NC 27915","https://www.zillow.com/homedetails/41193-Brigantine-Ct-Avon-NC-27915/333781530_zpid/","2019","0.40 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.40 AcresOther property informationParcel number: 014822633","3","2","1,496","11/07/2019","41193 Brigantine Ct, Avon, NC 27915","$330,000","$330,000"
"1663002360-577","https://www.zillow.com/avon-nc/sold/","40258 Antillas Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40258-Antillas-Rd-Avon-NC-27915/228619079_zpid/","1977","10,000 sqft","Property detailsParkingParking features: Attached, Off Street, Underground, UnpavedPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Sun DeckWaterfront features: Beach AccessFrontage length: Roadfront: 94LotLot size: 10,000 sqftLot size dimensions: 94 x 104 x 93 x 109Lot features: Cul-De-SacOther property informationParcel number: 014754000Zoning description: R1","3","2","812","08/19/2022","40258 Antillas Rd, Avon, NC 27915","$330,000","$330,000"
"1663002370-578","https://www.zillow.com/avon-nc/sold/","39203 Island Creek Dr, Avon, NC 27915","https://www.zillow.com/homedetails/39203-Island-Creek-Dr-Avon-NC-27915/2064315518_zpid/","1992","No Data","Property detailsPropertyPool features: Association Pool, Concrete, AssociationView description: SoundWaterfront features: Semi-SoundfrontHas waterview: YesWaterview: SoundOther property informationZoning description: Res","3","2","1,532","05/16/2022","39203 Island Creek Dr, Avon, NC 27915","$485,000","$485,000"
"1663002381-579","https://www.zillow.com/avon-nc/sold/","40303 Dune Way, Avon, NC 27915","https://www.zillow.com/homedetails/40303-Dune-Way-Avon-NC-27915/249777594_zpid/","1987","10,500 sqft","Property detailsPropertyExterior features: OtherLotLot size: 10,500 sqftOther property informationParcel number: 029627000","4","3.5","1,814","12/09/2019","40303 Dune Way, Avon, NC 27915","$460,000","$460,000"
"1663002392-580","https://www.zillow.com/avon-nc/sold/","42167 Askins Creek Dr LOT 64, Avon, NC 27915","https://www.zillow.com/homedetails/42167-Askins-Creek-Dr-LOT-64-Avon-NC-27915/2112348511_zpid/","","","","","","","12/16/2021","42167 Askins Creek Dr LOT 64, Avon, NC 27915","$250,000","$250,000"
"1663002402-581","https://www.zillow.com/avon-nc/sold/","42195 Askins Creek Dr, Avon, NC 27915","https://www.zillow.com/homedetails/42195-Askins-Creek-Dr-Avon-NC-27915/228619455_zpid/","1986","8,000 sqft","Property detailsPropertyExterior features: OtherLotLot size: 8,000 sqftOther property informationParcel number: 014874198","3","2","1,120","10/29/2021","42195 Askins Creek Dr, Avon, NC 27915","$80,000","$80,000"
"1663002412-582","https://www.zillow.com/avon-nc/sold/","0 Pony Pasture Dr LOT 18, Avon, NC 27915","https://www.zillow.com/homedetails/0-Pony-Pasture-Dr-LOT-18-Avon-NC-27915/2078373113_zpid/","","","","","","","09/16/2020","0 Pony Pasture Dr LOT 18, Avon, NC 27915","$54,000","$54,000"
"1663002423-583","https://www.zillow.com/avon-nc/sold/","41183 Lakeside Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41183-Lakeside-Dr-Avon-NC-27915/228619245_zpid/","2004","2,500 sqft","Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteLotLot size: 2,500 sqftOther property informationParcel number: 014822116","6","4","3,100","11/25/2020","41183 Lakeside Dr, Avon, NC 27915","$449,000","$449,000"
"1663002433-584","https://www.zillow.com/avon-nc/sold/","2208 Lorelei Ct, Avon, NC 27915","https://www.zillow.com/homedetails/2208-Lorelei-Ct-Avon-NC-27915/2069953483_zpid/","2021","0.25 Acres","Property detailsParkingTotal spaces: 2Parking features: GarageGarage spaces: 2Covered spaces: 2PropertyLevels: TwoStories: 2LotLot size: 0.25 AcresLot size dimensions: see platLot features: .26-.5 AcresOther property informationSpecial conditions: Standard","5","4","3,369","06/30/2021","2208 Lorelei Ct, Avon, NC 27915","$653,304","$653,304"
"1663002444-585","https://www.zillow.com/avon-nc/sold/","40185 Bonito Rd #3, Avon, NC 27915","https://www.zillow.com/homedetails/40185-Bonito-Rd-3-Avon-NC-27915/228618310_zpid/","1988","","Property detailsPropertyExterior features: OtherOther property informationParcel number: 013648003","1","1","736","07/16/2020","40185 Bonito Rd #3, Avon, NC 27915","$134,000","$134,000"
"1663002455-586","https://www.zillow.com/avon-nc/sold/","41057 State Highway 12, Avon, NC 27915","https://www.zillow.com/homedetails/41057-State-Highway-12-Avon-NC-27915/228619121_zpid/","1988","","Property detailsParkingParking features: Parking LotPropertyPool features: Association Pool, AssociationSpa included: YesSpa features: Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered DecksView description: OceanWaterfront features: Ocean Front, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanOther property informationParcel number: 014805101Attached to another structure: YesZoning description: Res","2","2","1,078","04/07/2021","41057 State Highway 12, Avon, NC 27915","$249,900","$249,900"
"1663002465-587","https://www.zillow.com/avon-nc/sold/","40197 Bonito Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40197-Bonito-Rd-Avon-NC-27915/2080351070_zpid/","","No Data","","5","4","1,904","03/18/2020","40197 Bonito Rd, Avon, NC 27915","$280,000","$280,000"
"1663002475-588","https://www.zillow.com/avon-nc/sold/","40272 S Beachcomber Dr LOT 121, Avon, NC 27915","https://www.zillow.com/homedetails/40272-S-Beachcomber-Dr-LOT-121-Avon-NC-27915/2118327370_zpid/","","","","","","","10/04/2021","40272 S Beachcomber Dr LOT 121, Avon, NC 27915","$90,000","$90,000"
"1663002485-589","https://www.zillow.com/avon-nc/sold/","41133 Dory Ln LOT 1005, Avon, NC 27915","https://www.zillow.com/homedetails/41133-Dory-Ln-LOT-1005-Avon-NC-27915/2078556552_zpid/","","","","","","","04/23/2021","41133 Dory Ln LOT 1005, Avon, NC 27915","$55,000","$55,000"
"1663002505-590","https://www.zillow.com/avon-nc/sold/","39068 Porpoise Pl LOT 87, Avon, NC 27915","https://www.zillow.com/homedetails/39068-Porpoise-Pl-LOT-87-Avon-NC-27915/2076059620_zpid/","1989","7,000 sqft","Property detailsParkingParking features: Off Street, Underground, UnpavedHas garage: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, Storage, DockPatio and porch details: Covered DecksView description: Canal, SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: Canal,SoundLotLot size: 7,000 sqftLot features: Cul-De-Sac, LevelOther property informationZoning description: Res","4","3","1,828","12/09/2020","39068 Porpoise Pl LOT 87, Avon, NC 27915","$485,000","$485,000"
"1663002520-591","https://www.zillow.com/avon-nc/sold/","40004 Reef Dr, Avon, NC 27915","https://www.zillow.com/homedetails/40004-Reef-Dr-Avon-NC-27915/250251999_zpid/","1987","0.45 Acres","Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesPropertyPool features: NonePatio and porch details: Sun DeckView description: SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: SoundLotLot size: 0.45 AcresLot features: LevelOther property informationParcel number: 02624600004Zoning description: Res","4","3","2,116","01/27/2021","40004 Reef Dr, Avon, NC 27915","$550,500","$550,500"
"1663002533-592","https://www.zillow.com/avon-nc/sold/","0 Portside Dr LOT 51, Avon, NC 27915","https://www.zillow.com/homedetails/0-Portside-Dr-LOT-51-Avon-NC-27915/2070181404_zpid/","","","","","","","08/10/2021","0 Portside Dr LOT 51, Avon, NC 27915","$42,000","$42,000"
"1663002545-593","https://www.zillow.com/avon-nc/sold/","40197 Bonito Rd LOT 8 & PT11, Avon, NC 27915","https://www.zillow.com/homedetails/40197-Bonito-Rd-LOT-8-PT11-Avon-NC-27915/2076063281_zpid/","","","","","","","03/18/2020","40197 Bonito Rd LOT 8 & PT11, Avon, NC 27915","$280,000","$280,000"
"1663002563-594","https://www.zillow.com/avon-nc/sold/","40197 Carflay Ct, Avon, NC 27915","https://www.zillow.com/homedetails/40197-Carflay-Ct-Avon-NC-27915/228619039_zpid/","1997","0.41 Acres","Property detailsParkingParking features: Attached, Off Street, PavedPropertyPool features: NoneExterior features: LightingPatio and porch details: Covered Decks, Sun DeckWaterfront features: Canal Front, WaterfrontResidential vegetation: WoodedLotLot size: 0.41 AcresLot features: Cul-De-SacOther property informationParcel number: 014693008Zoning description: R2-A","3","2","1,310","08/01/2022","40197 Carflay Ct, Avon, NC 27915","$438,800","$438,800"
"1663002575-595","https://www.zillow.com/avon-nc/sold/","40093 Reef Dr, Avon, NC 27915","https://www.zillow.com/homedetails/40093-Reef-Dr-Avon-NC-27915/228619106_zpid/","1981","0.29 Acres","Property detailsParkingParking features: Garage - AttachedPropertyExterior features: OtherLotLot size: 0.29 AcresOther property informationParcel number: 014779000","4","2","1,150","03/12/2020","40093 Reef Dr, Avon, NC 27915","$243,000","$243,000"
"1663002585-596","https://www.zillow.com/avon-nc/sold/","40246 Croaker Ct LOT E, Avon, NC 27915","https://www.zillow.com/homedetails/40246-Croaker-Ct-LOT-E-Avon-NC-27915/2099896293_zpid/","","","","","","8,000","01/25/2022","40246 Croaker Ct LOT E, Avon, NC 27915","$85,000","$85,000"
"1663002596-597","https://www.zillow.com/avon-nc/sold/","0 N End Rd, Avon, NC 27915","https://www.zillow.com/homedetails/0-N-End-Rd-Avon-NC-27915/2109741070_zpid/","","","","","","","07/28/2020","0 N End Rd, Avon, NC 27915","$87,500","$87,500"
"1663002606-598","https://www.zillow.com/avon-nc/sold/","40336 Williams Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40336-Williams-Rd-Avon-NC-27915/2067371981_zpid/","","","","","","","02/16/2022","40336 Williams Rd, Avon, NC 27915","$440,000","$440,000"
"1663002617-599","https://www.zillow.com/avon-nc/sold/","39274 Wahoo Cir, Avon, NC 27915","https://www.zillow.com/homedetails/39274-Wahoo-Cir-Avon-NC-27915/228618232_zpid/","1974","5,501 sqft","Property detailsParkingParking features: CarportPropertyExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 5,501 sqftOther property informationParcel number: 013570000","3","2","1,316","01/10/2020","39274 Wahoo Cir, Avon, NC 27915","$250,000","$250,000"
"1663002628-600","https://www.zillow.com/avon-nc/sold/","41898 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41898-Ocean-View-Dr-Avon-NC-27915/86668944_zpid/","1988","0.44 Acres","Property detailsParkingParking features: CarportPropertyExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.44 AcresOther property informationParcel number: 029596054","4","2","1,736","11/24/2020","41898 Ocean View Dr, Avon, NC 27915","$375,000","$375,000"
"1663002638-601","https://www.zillow.com/avon-nc/sold/","39594 State Highway 12 LOT 24, Avon, NC 27915","https://www.zillow.com/homedetails/39594-State-Highway-12-LOT-24-Avon-NC-27915/2076057841_zpid/","","","","","","","07/06/2020","39594 State Highway 12 LOT 24, Avon, NC 27915","$310,500","$310,500"
"1663002648-602","https://www.zillow.com/avon-nc/sold/","41110 Channel Ct, Avon, NC 27915","https://www.zillow.com/homedetails/41110-Channel-Ct-Avon-NC-27915/228619380_zpid/","1992","0.30 Acres","Property detailsPropertyPrivate pool: YesExterior features: Cement / ConcreteLotLot size: 0.30 AcresOther property informationParcel number: 014822737","3","3","1,731","07/31/2020","41110 Channel Ct, Avon, NC 27915","$290,000","$290,000"
"1663002659-603","https://www.zillow.com/avon-nc/sold/","39212 Island Creek Ct, Avon, NC 27915","https://www.zillow.com/homedetails/39212-Island-Creek-Ct-Avon-NC-27915/2068465126_zpid/","1999","No Data","Property detailsParkingParking features: No Garage, UndergroundHas garage: YesPropertyPool features: Gunite, Association Pool, AssociationSpa included: YesSpa features: PrivateExterior features: Dock, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: SoundLotLot features: Adj. To Common Area, LevelOther property informationZoning description: R 2","4","4","2,010","10/28/2021","39212 Island Creek Ct, Avon, NC 27915","$685,000","$685,000"
"1663002669-604","https://www.zillow.com/avon-nc/sold/","40183 Kiddy Ln, Avon, NC 27915","https://www.zillow.com/homedetails/40183-Kiddy-Ln-Avon-NC-27915/228618976_zpid/","2004","0.42 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.42 AcresOther property informationParcel number: 014644001","3","2","1,832","03/18/2022","40183 Kiddy Ln, Avon, NC 27915","$325,000","$325,000"
"1663002680-605","https://www.zillow.com/avon-nc/sold/","41251 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41251-Ocean-View-Dr-Avon-NC-27915/228619168_zpid/","1994","0.34 Acres","Property detailsParkingParking features: Carport, Off Street, Paved, Underground, UnpavedHas garage: YesCarport: YesPropertyPool features: Association Pool, AssociationSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.34 AcresLot features: LevelOther property informationParcel number: 014822005Zoning description: R-1","8","10","4,238","04/04/2022","41251 Ocean View Dr, Avon, NC 27915","$2.16M","$2,155,000"
"1663002690-606","https://www.zillow.com/avon-nc/sold/","39228 Sailfish Ln, Avon, NC 27915","https://www.zillow.com/homedetails/39228-Sailfish-Ln-Avon-NC-27915/228618084_zpid/","1984","No Data","Property detailsParkingParking features: Carport, Off StreetCarport: YesPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Screened Porch, Sun Deck, Roof Top DeckWaterfront features: NoneOther property informationParcel number: 013418000Zoning description: R","3","2","1,056","12/07/2021","39228 Sailfish Ln, Avon, NC 27915","$350,000","$350,000"
"1663002702-607","https://www.zillow.com/avon-nc/sold/","41661 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41661-Ocean-View-Dr-Avon-NC-27915/2079626799_zpid/","1994","0.31 Acres","Property detailsParkingParking features: CarportPropertySpa included: YesExterior features: Cement / ConcreteLotLot size: 0.31 Acres","6","6","3,469","09/18/2020","41661 Ocean View Dr, Avon, NC 27915","$670,000","$670,000"
"1663002712-608","https://www.zillow.com/avon-nc/sold/","41898 Ocean View Dr LOT 54, Avon, NC 27915","https://www.zillow.com/homedetails/41898-Ocean-View-Dr-LOT-54-Avon-NC-27915/2076053205_zpid/","1988","0.44 Acres","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: Association Pool, Optional with Additional FeeExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.44 AcresLot features: LevelOther property informationZoning description: RES","4","2","1,736","11/24/2020","41898 Ocean View Dr LOT 54, Avon, NC 27915","$375,000","$375,000"
"1663002722-609","https://www.zillow.com/avon-nc/sold/","39252 Sailfish Ln LOT 30, Avon, NC 27915","https://www.zillow.com/homedetails/39252-Sailfish-Ln-LOT-30-Avon-NC-27915/2076056573_zpid/","","","","","","","03/09/2020","39252 Sailfish Ln LOT 30, Avon, NC 27915","$200,000","$200,000"
"1663002733-610","https://www.zillow.com/avon-nc/sold/","39016 Tarpon Ln LOT 6, Avon, NC 27915","https://www.zillow.com/homedetails/39016-Tarpon-Ln-LOT-6-Avon-NC-27915/2076057972_zpid/","2008","No Data","Property detailsParkingParking features: Off Street, PavedPropertyPrivate pool: YesPool features: Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, DockPatio and porch details: Covered Decks, Sun DeckView description: Canal, SoundWaterfront features: Canal Front, BulkheadedHas waterview: YesWaterview: Canal,SoundLotLot features: Cul-De-Sac, LevelOther property informationZoning description: R-1","5","6","2,608","11/03/2020","39016 Tarpon Ln LOT 6, Avon, NC 27915","$564,000","$564,000"
"1663002743-611","https://www.zillow.com/avon-nc/sold/","39231 Hatteras Ln LOT 30, Avon, NC 27915","https://www.zillow.com/homedetails/39231-Hatteras-Ln-LOT-30-Avon-NC-27915/2070988841_zpid/","","","","","","","08/02/2021","39231 Hatteras Ln LOT 30, Avon, NC 27915","$120,000","$120,000"
"1663002753-612","https://www.zillow.com/avon-nc/sold/","0 Pony Pasture Dr LOT 7, Avon, NC 27915","https://www.zillow.com/homedetails/0-Pony-Pasture-Dr-LOT-7-Avon-NC-27915/2084286896_zpid/","","","","","","","02/12/2020","0 Pony Pasture Dr LOT 7, Avon, NC 27915","$28,000","$28,000"
"1663002764-613","https://www.zillow.com/avon-nc/sold/","40147 N End Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40147-N-End-Rd-Avon-NC-27915/303962016_zpid/","1997","0.46 Acres","Property detailsParkingParking features: Carport, DetachedCarport: YesPropertyPool features: NoneExterior features: StoragePatio and porch details: PatioWaterfront features: NoneLotLot size: 0.46 AcresOther property informationParcel number: 014381001Zoning description: R","3","2","1,248","01/10/2022","40147 N End Rd, Avon, NC 27915","$285,000","$285,000"
"1663002774-614","https://www.zillow.com/avon-nc/sold/","40169 Bonito Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40169-Bonito-Rd-Avon-NC-27915/228618586_zpid/","2003","No Data","Property detailsParkingParking features: Off StreetPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Outdoor Shower, Dock, Dry EntryPatio and porch details: Screened Porch, Sun DeckView description: Canal, SoundWaterfront features: Canal Front, Bulkheaded, WaterfrontHas waterview: YesWaterview: Canal,SoundLotLot features: Cul-De-Sac, LevelOther property informationParcel number: 013982000Zoning description: R-1","4","5","2,025","07/29/2021","40169 Bonito Rd, Avon, NC 27915","$545,000","$545,000"
"1663002785-615","https://www.zillow.com/avon-nc/sold/","42502 State Highway 12, Avon, NC 27915","https://www.zillow.com/homedetails/42502-State-Highway-12-Avon-NC-27915/86653519_zpid/","1987","8,000 sqft","Property detailsParkingParking features: No Garage, PavedPropertyPool features: NoneExterior features: Outdoor Shower, StoragePatio and porch details: Covered Decks, Sun DeckFencing: FencedView description: Ocean, SoundWaterfront features: 2 - lots from oceanfront (3rd ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 8,000 sqftLot features: LevelOther property informationParcel number: 014870000Zoning description: R-1","4","2","1,568","09/29/2021","42502 State Highway 12, Avon, NC 27915","$380,000","$380,000"
"1663002838-616","https://www.zillow.com/avon-nc/sold/","40454 Ocean Isle Loop LOT 15, Avon, NC 27915","https://www.zillow.com/homedetails/40454-Ocean-Isle-Loop-LOT-15-Avon-NC-27915/2079563135_zpid/","2004","No Data","Property detailsParkingParking features: Carport, Off StreetCarport: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckWaterfront features: 4 - lots from oceanfront (5th ro, Beach Access, Boardwalk to BeachLotLot features: Corner Lot, LevelOther property informationZoning description: res","7","7","3,652","12/02/2020","40454 Ocean Isle Loop LOT 15, Avon, NC 27915","$580,000","$580,000"
"1663002853-617","https://www.zillow.com/avon-nc/sold/","40268 E Sunfish Ct, Avon, NC 27915","https://www.zillow.com/homedetails/40268-E-Sunfish-Ct-Avon-NC-27915/228618530_zpid/","1984","10,000 sqft","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: LightingPatio and porch details: Sun DeckWaterfront features: Beach AccessLotLot size: 10,000 sqftLot features: Cul-De-Sac, LevelOther property informationParcel number: 013900000Zoning description: Res","3","2","936","06/17/2022","40268 E Sunfish Ct, Avon, NC 27915","$420,000","$420,000"
"1663002866-618","https://www.zillow.com/avon-nc/sold/","40185 W Antillas Rd, Avon, NC 27915","https://www.zillow.com/homedetails/40185-W-Antillas-Rd-Avon-NC-27915/228619091_zpid/","1978","10,500 sqft","Property detailsParkingParking features: Garage - DetachedPropertyExterior features: Other, CompositionLotLot size: 10,500 sqftOther property informationParcel number: 014768000","3","1.5","1,950","09/23/2020","40185 W Antillas Rd, Avon, NC 27915","$257,000","$257,000"
