web-scraper-order,web-scraper-start-url,ListingLink,ListingLink-href,YearBuilt,LotSize,PropertyDetails,beds,baths,size,date-sold,address,price,price-link,PaginationLinks,PaginationLinks-href
"1659554032-1182","https://www.zillow.com/frisco-nc/sold/","50142 Freebooter Ct LOT 181, Frisco, NC 27936","https://www.zillow.com/homedetails/50142-Freebooter-Ct-LOT-181-Frisco-NC-27936/2076060444_zpid/","2004","No Data","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Fiberglass, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Dock, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Canal, SoundWaterfront features: Canal Front, Bulkheaded, WaterfrontHas waterview: YesWaterview: Canal,SoundOther property informationZoning description: Res","4","5","2,240","09/11/2020","50142 Freebooter Ct LOT 181, Frisco, NC 27936","$469,000","$469,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/8_p/"
"1659564955-2313","https://www.zillow.com/buxton-nc/sold/","46285 Old Lighthouse Rd, Buxton, NC 27920","https://www.zillow.com/homedetails/46285-Old-Lighthouse-Rd-Buxton-NC-27920/228627911_zpid/","1991","10,000 sqft","Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 10,000 sqftLot features: Level, LandscapedOther property informationParcel number: 023844000Zoning description: Res","3","2","1,589","04/20/2022","46285 Old Lighthouse Rd, Buxton, NC 27920","$795,920","$795,920","",""
"1659569567-2738","https://www.zillow.com/waves-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/waves-nc/sold/2_p/"
"1659560977-2044","https://www.zillow.com/avon-nc/sold/","41169 Lakeside Dr LOT 16, Avon, NC 27915","https://www.zillow.com/homedetails/41169-Lakeside-Dr-LOT-16-Avon-NC-27915/2078233890_zpid/","null","null","HOA and financial detailsHOAHas HOA: YesAmenities included: Ocean Access, Outdoor-Comm. Tennis, Outdoor-Comm. Pool, Sound Access, Boardwalk to BeachOther financial informationAnnual tax amount: $330","null","null","null","05/04/2021","41169 Lakeside Dr LOT 16, Avon, NC 27915","$50,000","$50,000","Chevron Right","https://www.zillow.com/avon-nc/sold/8_p/"
"1659551516-732","https://www.zillow.com/rodanthe-nc/","24220 Atlantic Dr, Waves, NC 27982","https://www.zillow.com/homedetails/24220-Atlantic-Dr-Waves-NC-27982/228617408_zpid/","1965","9,000 sqft","Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 9,000 sqftOther property informationParcel number: 012726000","2","1","1,140","02/27/2020","24220 Atlantic Dr, Waves, NC 27982","$233,000","$233,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/8_p/"
"1659553935-1143","https://www.zillow.com/frisco-nc/sold/","50192 Treasure Ct, Frisco, NC 27936","https://www.zillow.com/homedetails/50192-Treasure-Ct-Frisco-NC-27936/2099769920_zpid/","No Data","null","null","7","null","null","07/06/2020","50192 Treasure Ct, Frisco, NC 27936","$410,000","$410,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/9_p/"
"1659554049-1189","https://www.zillow.com/frisco-nc/sold/","50560 State Highway 12, Frisco, NC 27936","https://www.zillow.com/homedetails/50560-State-Highway-12-Frisco-NC-27936/2077389110_zpid/","No Data","null","Construction detailsType and styleHome type: SingleFamily","3","3","1,835","09/29/2020","50560 State Highway 12, Frisco, NC 27936","$334,000","$334,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/7_p/"
"1659555878-1461","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","",""
"1659560106-1706","https://www.zillow.com/avon-nc/sold/","39283 Wahoo Cir LOT 10, Avon, NC 27915","https://www.zillow.com/homedetails/39283-Wahoo-Cir-LOT-10-Avon-NC-27915/2076056160_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Avon","null","null","null","04/09/2020","39283 Wahoo Cir LOT 10, Avon, NC 27915","$253,000","$253,000","Chevron Right","https://www.zillow.com/avon-nc/sold/16_p/"
"1659553981-1162","https://www.zillow.com/frisco-nc/sold/","54000 Tides Edge Ln, Frisco, NC 27936","https://www.zillow.com/homedetails/54000-Tides-Edge-Ln-Frisco-NC-27936/2079301559_zpid/","2003","0.36 Acres","Property detailsParkingParking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: WoodLotLot size: 0.36 Acres","5","5","2,354","07/30/2020","54000 Tides Edge Ln, Frisco, NC 27936","$517,000","$517,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/8_p/"
"1659560170-1732","https://www.zillow.com/avon-nc/sold/","41504 Portside Dr., Avon, NC 27915","https://www.zillow.com/homedetails/41504-Portside-Dr-Avon-NC-27915/2078986902_zpid/","No Data","null","null","4","null","null","06/22/2020","41504 Portside Dr., Avon, NC 27915","$205,000","$205,000","Chevron Right","https://www.zillow.com/avon-nc/sold/16_p/"
"1659566515-2455","https://www.zillow.com/hatteras-nc/sold/","57259 Lighthouse Rd LOT 1, Hatteras, NC 27943","https://www.zillow.com/homedetails/57259-Lighthouse-Rd-LOT-1-Hatteras-NC-27943/2090572617_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Hatteras","0","null","null","06/10/2020","57259 Lighthouse Rd LOT 1, Hatteras, NC 27943","$575,000","$575,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/8_p/"
"1659552136-970","https://www.zillow.com/rodanthe-nc/","24056 State Highway 12, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24056-State-Highway-12-Rodanthe-NC-27968/2069187724_zpid/","1998","0.68 Acres","Property detailsParkingParking features: Off Street, Paved, UnpavedPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Dry EntryPatio and porch details: Sun DeckView description: Ocean, SoundWaterfront features: Soundfront, WaterfrontFrontage length: Waterfront: 90,Roadfront: 30Has waterview: YesWaterview: Ocean,SoundLotLot size: 0.68 AcresLot features: LevelOther property informationZoning description: S-1","5","5","2,668","10/08/2021","24056 State Highway 12, Rodanthe, NC 27968","$650,000","$650,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/3_p/"
"1659559891-1622","https://www.zillow.com/avon-nc/sold/","39068 Drum Rd LOT 212, Avon, NC 27915","https://www.zillow.com/homedetails/39068-Drum-Rd-LOT-212-Avon-NC-27915/2076062785_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Avon","null","null","null","08/30/2019","39068 Drum Rd LOT 212, Avon, NC 27915","$275,000","$275,000","Chevron Right","https://www.zillow.com/avon-nc/sold/18_p/"
"1659566716-2537","https://www.zillow.com/hatteras-nc/sold/","57440 State Highway 12 #A1, Hatteras, NC 27943","https://www.zillow.com/homedetails/57440-State-Highway-12-A1-Hatteras-NC-27943/228620175_zpid/","2005","null","Property detailsPropertyExterior features: OtherOther property informationParcel number: 015746001","2","2.5","1,272","12/04/2020","57440 State Highway 12 #A1, Hatteras, NC 27943","$217,900","$217,900","Chevron Right","https://www.zillow.com/hatteras-nc/sold/6_p/"
"1659566664-2516","https://www.zillow.com/hatteras-nc/sold/","58222 Woodall Way, Hatteras, NC 27943","https://www.zillow.com/homedetails/58222-Woodall-Way-Hatteras-NC-27943/228620252_zpid/","1970","0.34 Acres","Property detailsParkingParking features: No Garage, Off Street, UnpavedPropertyPool features: NoneExterior features: Outdoor ShowerPatio and porch details: Screened PorchWaterfront features: 4 - lots from oceanfront (5th ro, Beach AccessLotLot size: 0.34 AcresLot features: Corner Lot, LevelOther property informationParcel number: 015793000Zoning description: RES","3","2","810","10/30/2020","58222 Woodall Way, Hatteras, NC 27943","$150,000","$150,000","Chevron Right","https://www.zillow.com/hatteras-nc/sold/7_p/"
"1659551716-807","https://www.zillow.com/rodanthe-nc/","23168 Corbina Dr W, Rodanthe, NC 27968","https://www.zillow.com/homedetails/23168-Corbina-Dr-W-Rodanthe-NC-27968/228616862_zpid/","1997","10,000 sqft","Property detailsParkingParking features: Garage - AttachedPropertyExterior features: Other, ShingleView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 011474000","3","2","1,950","10/13/2020","23168 Corbina Dr W, Rodanthe, NC 27968","$325,000","$325,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/7_p/"
"1659555878-1438","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","",""
"1659560551-1882","https://www.zillow.com/avon-nc/sold/","41604 Starboard Dr LOT 1111, Avon, NC 27915","https://www.zillow.com/homedetails/41604-Starboard-Dr-LOT-1111-Avon-NC-27915/2076052645_zpid/","null","null","HOA and financial detailsHOAHas HOA: YesAmenities included: Ocean Access, Outdoor-Comm. Pool, Outdoor-Comm. Tennis, Sound AccessOther financial informationAnnual tax amount: $257","null","null","null","10/30/2020","41604 Starboard Dr LOT 1111, Avon, NC 27915","$28,500","$28,500","Chevron Right","https://www.zillow.com/avon-nc/sold/12_p/"
"1659560323-1793","https://www.zillow.com/avon-nc/sold/","42188 Askins Creek Dr, Avon, NC 27915","https://www.zillow.com/homedetails/42188-Askins-Creek-Dr-Avon-NC-27915/86653550_zpid/","2001","0.38 Acres","Property detailsParkingTotal spaces: 1Parking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: VinylView description: ParkLotLot size: 0.38 AcresOther property informationParcel number: 014875041","6","7","3,872","09/02/2020","42188 Askins Creek Dr, Avon, NC 27915","$549,000","$549,000","Chevron Right","https://www.zillow.com/avon-nc/sold/14_p/"
"1659554592-1395","https://www.zillow.com/frisco-nc/sold/","50005 Treacher Ln LOT 28, Frisco, NC 27936","https://www.zillow.com/homedetails/50005-Treacher-Ln-LOT-28-Frisco-NC-27936/2094618133_zpid/","null","null","HOA and financial detailsOther financial informationAnnual tax amount: $348","null","null","null","01/10/2022","50005 Treacher Ln LOT 28, Frisco, NC 27936","$42,500","$42,500","Chevron Right","https://www.zillow.com/frisco-nc/sold/2_p/"
"1659554310-1288","https://www.zillow.com/frisco-nc/sold/","50455 State Highway 12, Frisco, NC 27920","https://www.zillow.com/homedetails/50455-State-Highway-12-Frisco-NC-27920/86650851_zpid/","1979","8,000 sqft","Property detailsParkingParking features: No Garage, Paved, On StreetPropertyPool features: NoneExterior features: Lighting, StoragePatio and porch details: Sun DeckWaterfront features: NoneFrontage length: Roadfront: 50LotLot size: 8,000 sqftLot size dimensions: 50 x 160 x 154 x 50Other property informationParcel number: 012040000Zoning description: S1","3","2","1,200","03/26/2021","50455 State Highway 12, Frisco, NC 27920","$179,000","$179,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/5_p/"
"1659569567-2759","https://www.zillow.com/waves-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/waves-nc/sold/2_p/"
"1659566423-2427","https://www.zillow.com/hatteras-nc/sold/","56910 State Highway 12 #3, Hatteras, NC 27943","https://www.zillow.com/homedetails/56910-State-Highway-12-3-Hatteras-NC-27943/228620409_zpid/","2005","null","Property detailsPropertyExterior features: OtherOther property informationParcel number: 015980017","2","2","2,431","02/11/2020","56910 State Highway 12 #3, Hatteras, NC 27943","$838,500","$838,500","Chevron Right","https://www.zillow.com/hatteras-nc/sold/9_p/"
"1659551649-781","https://www.zillow.com/rodanthe-nc/","24217 N Holiday Blvd LOT 79, Rodanthe, NC 27968","https://www.zillow.com/homedetails/24217-N-Holiday-Blvd-LOT-79-Rodanthe-NC-27968/2076062298_zpid/","1980","10,000 sqft","Property detailsParkingParking features: UnpavedPropertyPool features: NoneExterior features: Outdoor Shower, StoragePatio and porch details: Covered DecksView description: SoundWaterfront features: More than 5th row, Beach AccessHas waterview: YesWaterview: SoundLotLot size: 10,000 sqftLot size dimensions: 60 x 168Lot features: LevelOther property informationZoning description: S-1","3","1","1,008","08/13/2020","24217 N Holiday Blvd LOT 79, Rodanthe, NC 27968","$220,000","$220,000","Chevron Right","https://www.zillow.com/rodanthe-nc/sold/7_p/"
"1659560785-1972","https://www.zillow.com/avon-nc/sold/","41365 Ocean View Dr, Avon, NC 27915","https://www.zillow.com/homedetails/41365-Ocean-View-Dr-Avon-NC-27915/228619210_zpid/","1991","No Data","Property detailsParkingParking features: Off Street, PavedPropertyPool features: Association Pool, In Ground, Outdoor Pool, AssociationSpa included: YesSpa features: Private, Jet TubExterior features: Outdoor ShowerPatio and porch details: Sun DeckView description: OceanWaterfront features: Ocean Front, Beach FrontHas waterview: YesWaterview: OceanOther property informationParcel number: 014822045Zoning description: Res","5","4","2,570","01/29/2021","41365 Ocean View Dr, Avon, NC 27915","$486,000","$486,000","Chevron Right","https://www.zillow.com/avon-nc/sold/10_p/"
"1659553855-1112","https://www.zillow.com/frisco-nc/sold/","51174 Palmetto Dr LOT 7-8, Frisco, NC 27936","https://www.zillow.com/homedetails/51174-Palmetto-Dr-LOT-7-8-Frisco-NC-27936/2076056604_zpid/","No Data","null","Community and Neighborhood DetailsLocationRegion: Frisco","null","null","null","12/17/2019","51174 Palmetto Dr LOT 7-8, Frisco, NC 27936","$330,000","$330,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/9_p/"
"1659559673-1583","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/7_p/"
"1659554116-1214","https://www.zillow.com/frisco-nc/sold/","50321 Timber Trl, Buxton, NC 27936","https://www.zillow.com/homedetails/50321-Timber-Trl-Buxton-NC-27936/228617053_zpid/","1980","9,000 sqft","Property detailsPropertyExterior features: OtherLotLot size: 9,000 sqftOther property informationParcel number: 011995000","2","2.5","999","11/03/2020","50321 Timber Trl, Buxton, NC 27936","$195,000","$195,000","Chevron Right","https://www.zillow.com/frisco-nc/sold/7_p/"
"1659557273-1531","https://www.zillow.com/avon-nc/sold/","null","null","","","","null","null","null","null","null","null","","Chevron Right","https://www.zillow.com/avon-nc/sold/4_p/"
"1659560270-1772","https://www.zillow.com/avon-nc/sold/","40182 Tuna Terrace Ln, Avon, NC 27915","https://www.zillow.com/homedetails/40182-Tuna-Terrace-Ln-Avon-NC-27915/228618546_zpid/","1985","0.26 Acres","Property detailsPropertyExterior features: OtherLotLot size: 0.26 AcresOther property informationParcel number: 013933000","2","1","952","08/10/2020","40182 Tuna Terrace Ln, Avon, NC 27915","$210,500","$210,500","Chevron Right","https://www.zillow.com/avon-nc/sold/15_p/"
"1659564907-2295","https://www.zillow.com/buxton-nc/sold/","46244 Old Lighthouse Rd, Buxton, NC 27920","https://www.zillow.com/homedetails/46244-Old-Lighthouse-Rd-Buxton-NC-27920/228621370_zpid/","2002","10,000 sqft","Property detailsParkingParking features: No Garage, Off Street, PavedPropertyPrivate pool: YesPool features: Outdoor Pool, Concrete, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun Deck, Roof Top DeckView description: Ocean, SoundWaterfront features: More than 5th rowHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,000 sqftLot features: LevelOther property informationParcel number: 017304000Zoning description: R-3","5","5","2,563","02/12/2021","46244 Old Lighthouse Rd, Buxton, NC 27920","$462,500","$462,500","Chevron Right","https://www.zillow.com/buxton-nc/sold/2_p/"
