StreetAddress,ListingLink-href,YearBuilt,LotSize,Bedrooms,Bathrooms,Size,DateSold,Price,City,Zip,PropertyDetails,PrivatePool,OceanFront,SoundFront,CanalFront,BeachAccess,WaterView,LotsFromOceanFront,MonthsSold
22000 Sixteenth Of August St,https://www.zillow.com/homedetails/22000-Sixteenth-Of-August-St-Rodanthe-NC-27982/228617358_zpid/,2000,0.61,6.0,6.0,2840.0,2021-10-29,725000.0,Waves,27982,"Property detailsPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.61 AcresOther property informationParcel number: 012458303, Property detailsParkingParking features: No Garage, Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot features: Level, LandscapedOther property informationZoning description: Res",1,0,0,0,1,1,0,10.476135363249531
22025 Sea Gull St,https://www.zillow.com/homedetails/22025-Sea-Gull-St-Rodanthe-NC-27968/2071130056_zpid/,1990,0.2066115702479339,4.0,3.0,2008.0,2022-05-16,856489.0,Rodanthe,27968,"Property detailsParkingParking features: Carport, Paved, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 9,000 sqftLot features: LevelOther property informationZoning description: Res",0,1,0,0,1,1,0,3.938013430560974
22035 Sea Gull St,https://www.zillow.com/homedetails/22035-Sea-Gull-St-Rodanthe-NC-27982/228617352_zpid/,2002,0.2295684113865932,6.0,4.0,3429.0,2021-04-07,450000.0,Rodanthe,27982,"Property detailsParkingParking features: No Garage, Off Street, UnpavedPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 10,000 sqftLot features: LevelOther property informationParcel number: 012458003Zoning description: Res",0,1,0,0,1,1,0,17.21138660044126
22050 Sixteenth Of August St,https://www.zillow.com/homedetails/22050-Sixteenth-Of-August-St-LOT-6-Rodanthe-NC-27968/2076059838_zpid/,1999,0.56,6.0,6.0,2780.0,2020-11-25,525000.0,Rodanthe,27982,"Property detailsParkingParking features: Off StreetPropertyPrivate pool: YesPool features: In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Sun DeckView description: Ocean, SoundWaterfront features: 2 - lots from oceanfront (3rd roHas waterview: YesWaterview: Ocean,SoundLotLot features: Cul-De-Sac, LevelOther property informationZoning description: Res, Property detailsPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.56 AcresOther property informationParcel number: 012458306",1,0,0,0,0,1,1,21.581086183594916
22050 Sixteenth of August St,https://www.zillow.com/homedetails/22050-Sixteenth-Of-August-St-Waves-NC-27982/2067186746_zpid/,1999,0.0,6.0,6.0,2780.0,2020-11-25,525000.0,Rodanthe,27968,Property detailsParkingParking features: ConcreteOther parking information: Other- See RemarksPropertyPrivate pool: YesPool features: In GroundSpa included: YesSpa features: HeatedView description: WaterWaterview: WaterOther property informationSpecial conditions: Standard,1,0,0,0,0,0,0,21.581086183594916
22066 Sixteenth Of August St,https://www.zillow.com/homedetails/22066-Sixteenth-Of-August-St-Waves-NC-27982/86650885_zpid/,1999,0.55,6.0,6.0,2780.0,2021-04-01,525000.0,Waves,27982,"Property detailsParkingParking features: No Garage, Off Street, Paved, UndergroundHas garage: YesPropertyPrivate pool: YesPool features: Indoor, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor Tennis, Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered DecksView description: Ocean, Salt Marsh, SoundWaterfront features: 2 - lots from oceanfront (3rd roHas waterview: YesWaterview: Ocean,Salt Marsh,SoundLotLot size: 0.55 AcresOther property informationParcel number: 012458307Zoning description: S-1",1,0,0,0,0,1,1,17.408515904944434
22097 Sea Gull St,https://www.zillow.com/homedetails/22097-Sea-Gull-St-Rodanthe-NC-27982/228617354_zpid/,2004,0.28,8.0,7.0,4086.0,2021-05-03,678000.0,Rodanthe,27982,"Property detailsParkingParking features: Off Street, PavedPropertyPool features: NoneExterior features: LightingPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.28 AcresLot size dimensions: 75  x  160Lot features: LevelOther property informationParcel number: 012458007Zoning description: RES",0,1,0,0,1,1,0,16.357159614260844
22190 Green Lantern Ct,https://www.zillow.com/homedetails/22190-Green-Lantern-Ct-Waves-NC-27982/228617364_zpid/,2005,0.62,8.0,8.0,4725.0,2022-03-15,500.0,Waves,27982,"Property detailsParkingParking features: Off-streetPropertyPrivate pool: YesSpa included: YesExterior features: Cement / Concrete, CompositionView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.62 AcresOther property informationParcel number: 012459012",1,0,0,0,0,1,0,5.975016243760424
22192 Green Lantern,https://www.zillow.com/homedetails/22192-Green-Lantern-Rodanthe-NC-27968/2080744299_zpid/,0,0.0,8.0,6.0,3756.0,2020-03-02,485000.0,Rodanthe,27968,nan,0,0,0,0,0,0,0,30.386195118069956
22192 Green Lantern Ct,https://www.zillow.com/homedetails/22192-Green-Lantern-Ct-Rodanthe-NC-27968/2106520692_zpid/,2004,0.51,8.0,8.0,3756.0,2020-03-02,485000.0,Waves,27982,"Property detailsParkingParking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: ParkLotLot size: 0.51 Acres, Property detailsPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.51 AcresOther property informationParcel number: 012459013",1,0,0,0,0,1,0,30.386195118069956
22194 Blue Sea Rd,https://www.zillow.com/homedetails/22194-Blue-Sea-Rd-Rodanthe-NC-27968/2090239898_zpid/,2005,0.99,8.0,9.0,4014.0,2021-02-03,840000.0,Waves,27982,"Property detailsPropertyPrivate pool: YesExterior features: Cement / ConcreteView description: ParkLotLot size: 0.99 Acres, Property detailsParkingParking features: Off Street, PavedAccessibilityAccessibility features: Handicap FriendlyPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Covered Decks, Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: 2 - lots from oceanfront (3rd ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.99 AcresLot features: Adj to Park Serv./Preserv, LevelOther property informationParcel number: 012458302Zoning description: Res",1,0,0,0,1,1,1,19.28124429772457
22195 Green Lantern Ct,https://www.zillow.com/homedetails/22195-Green-Lantern-Ct-Rodanthe-NC-27982/228617363_zpid/,1991,0.57,6.0,5.0,2962.0,2020-09-15,430000.0,Rodanthe,27982,Property detailsParkingParking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: WoodView description: ParkLotLot size: 0.57 AcresOther property informationParcel number: 012459010,1,0,0,0,0,0,0,23.913782953549127
22195 Green Lantern Ct #3,https://www.zillow.com/homedetails/22195-Green-Lantern-Ct-3-Rodanthe-NC-27968/2076063544_zpid/,1991,0.57,6.0,5.0,2962.0,2020-09-14,430000.0,Rodanthe,27968,"Property detailsParkingParking features: Off Street, PavedPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Outdoor Tennis, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, Park Serv/Preserve, Salt Marsh, SoundWaterfront features: 2 - lots from oceanfront (3rd ro, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Ocean,Salt Marsh,SoundLotLot size: 0.57 AcresLot features: Adj to Park Serv./Preserv, Cul-De-Sac, LevelOther property informationZoning description: S1",1,0,0,0,1,1,1,23.946637837632988
22197 Green Lantern Ct,https://www.zillow.com/homedetails/22197-Green-Lantern-Ct-Kill-Devil-Hills-NC-27982/247062512_zpid/,1989,0.48,4.0,3.0,1512.0,2020-09-21,315000.0,Rodanthe,27982,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.48 AcresOther property informationParcel number: 012459009, Property detailsParkingParking features: Carport, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: 2 - lots from oceanfront (3rd ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.48 AcresLot features: Cul-De-Sac, LevelOther property informationZoning description: RES",0,0,0,0,1,1,1,23.716653649045952
22199 Green Lantern Ct,https://www.zillow.com/homedetails/22199-Green-Lantern-Ct-Rodanthe-NC-27968/2092487774_zpid/,1989,0.46,4.0,3.0,2117.0,2021-05-27,481000.0,Rodanthe,27982,"Property detailsPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: StoragePatio and porch details: Covered Decks, Sun DeckView description: Ocean, Park Serv/Preserve, Salt Marsh, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,Salt Marsh,SoundLotLot size: 0.46 AcresLot size dimensions: 232  x  168  x  154Lot features: Adj to Park Serv./Preserv, Cul-De-Sac, LevelOther property informationZoning description: RES, Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.46 AcresOther property informationParcel number: 012459008",0,0,0,0,1,1,0,15.568642396248155
23000 Cross Of Honor Way,https://www.zillow.com/homedetails/23000-Cross-Of-Honor-Way-Rodanthe-NC-27968/2077388186_zpid/,2004,0.62,1.0,9.0,4370.0,2021-04-09,875000.0,Rodanthe,27982,"Property detailsParkingParking features: Off StreetPropertyPrivate pool: YesPool features: Heated, In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivatePatio and porch details: Covered DecksView description: OceanWaterfront features: 4 - lots from oceanfront (5th roHas waterview: YesWaterview: OceanOther property informationZoning description: RES, Property detailsPropertyPrivate pool: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.62 AcresOther property informationParcel number: 012458330",1,0,0,0,0,1,1,17.145676832273534
23004 G A Kohler Ct,https://www.zillow.com/homedetails/23004-G-A-Kohler-Ct-Rodanthe-NC-27968/2125108740_zpid/,2004,0.33,6.0,6.0,3320.0,2021-05-12,749000.0,Rodanthe,27968,"Property detailsParkingParking features: Off Street, PavedAccessibilityAccessibility features: Handicap FriendlyPropertyPrivate pool: YesPool features: Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.33 AcresLot features: Cul-De-Sac, LevelOther property informationZoning description: Res",1,0,0,0,1,1,0,16.061465657506087
23006 Chicamacomico Ct,https://www.zillow.com/homedetails/23006-Chicamacomico-Ct-Rodanthe-NC-27968/86650874_zpid/,2003,0.94,6.0,7.0,4370.0,2021-04-23,810000.0,Rodanthe,27968,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Park Serv/Preserve, Salt Marsh, SoundWaterfront features: Soundfront, Waterfront, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Salt Marsh,SoundLotLot size: 0.94 AcresLot features: Adj to Park Serv./Preserv, Cul-De-Sac, LevelOther property informationParcel number: 012458323Zoning description: Res",1,0,1,0,1,1,0,16.685708455099466
23009 G A Kohler,https://www.zillow.com/homedetails/23009-G-A-Kohler-Rodanthe-NC-27968/2080525506_zpid/,0,0.0,4.0,2.0,1230.0,2020-02-21,230000.0,Rodanthe,27968,nan,0,0,0,0,0,0,0,30.714743958908578
23011 Cross Of Honor Way,https://www.zillow.com/homedetails/23011-Cross-Of-Honor-Way-Rodanthe-NC-27982/228617361_zpid/,2000,0.48,5.0,4.0,2365.0,2021-08-23,629000.0,Rodanthe,27982,"Property detailsPropertyPrivate pool: YesExterior features: OtherLotLot size: 0.48 AcresOther property informationParcel number: 012458331, Property detailsParkingParking features: Carport, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Fiberglass, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Storage, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, Park Serv/Preserve, Salt Marsh, SoundWaterfront features: Semi-SoundfrontHas waterview: YesWaterview: Ocean,Salt Marsh,SoundLotLot size: 0.48 AcresLot features: Corner Lot, Cul-De-Sac, Level, LandscapedOther property informationZoning description: Res",1,0,0,0,0,1,0,12.67741259686829
23012 Cross Of Honor Way,https://www.zillow.com/homedetails/23012-Cross-Of-Honor-Way-Kill-Devil-Hills-NC-27982/247062486_zpid/,2000,0.84,5.0,5.0,2749.0,2021-03-22,625000.0,Rodanthe,27982,"Property detailsParkingParking features: CarportPropertySpa included: YesExterior features: WoodView description: ParkLotLot size: 0.84 AcresOther property informationParcel number: 012458321, Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: Private, Jet Tub, BathExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, Park Serv/Preserve, Salt Marsh, SoundWaterfront features: Soundfront, Waterfront, Beach Access, Boardwalk to BeachFrontage length: Waterfront: 75,Roadfront: 109Has waterview: YesWaterview: Ocean,Salt Marsh,SoundLotLot size: 0.84 AcresLot features: Cul-De-Sac, Lawn SprinklersOther property informationZoning description: S1",0,0,1,0,1,1,0,17.73706474578305
23017 G.a. Kohler Court,https://www.zillow.com/homedetails/23017-G-a-Kohler-Court-Rodanthe-NC-27968/2088998410_zpid/,1985,1.15,3.0,3.0,1788.0,2021-03-14,250000.0,Rodanthe,27968,Property detailsLotLot size: 1.15 Acres,0,0,0,0,0,0,0,17.999903818453948
23018 G A Kohler Ct,https://www.zillow.com/homedetails/23018-G-A-Kohler-Ct-Rodanthe-NC-27968/2075388305_zpid/,2003,0.38,8.0,9.0,3344.0,2021-02-16,710000.0,Rodanthe,27982,"Property detailsParkingParking features: Carport, Off Street, PavedCarport: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.38 AcresLot features: Cul-De-Sac, LevelOther property informationZoning description: Res, Property detailsParkingParking features: CarportPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.38 AcresOther property informationParcel number: 012513000",1,0,0,0,1,1,0,18.854130804634362
23020 Cross Of Honor Way,https://www.zillow.com/homedetails/23020-Cross-Of-Honor-Way-Kill-Devil-Hills-NC-27982/86650868_zpid/,1999,0.78,6.0,7.0,3252.0,2021-11-19,789500.0,Rodanthe,27982,"Property detailsPropertyExterior features: OtherLotLot size: 0.78 AcresOther property informationParcel number: 012458318, Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, DockPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: Soundfront, Waterfront, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.78 AcresLot features: LevelOther property informationZoning description: Res",0,0,1,0,1,1,0,9.786182797488427
23029 Cross Of Honor Way,https://www.zillow.com/homedetails/23029-Cross-Of-Honor-Way-Rodanthe-NC-27968/2070258775_zpid/,2004,0.46,6.0,7.0,5729.0,2021-12-17,1200000.0,Rodanthe,27968,"Property detailsParkingTotal spaces: 2Parking features: 2 Car, CarportCarport: YesPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateExterior features: LightingPatio and porch details: Covered Decks, Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: 4 - lots from oceanfront (5th ro, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.46 AcresLot features: LandscapedOther property informationZoning description: res",1,0,0,0,1,1,1,8.866246043140288
23038 G A Kohler Ct,https://www.zillow.com/homedetails/23038-G-A-Kohler-Ct-Rodanthe-NC-27968/86650946_zpid/,1985,0.31,4.0,3.0,1525.0,2021-03-26,369000.0,Rodanthe,27968,"Property detailsParkingParking features: Off StreetPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Screened Porch, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: OceanLotLot size: 0.31 AcresLot features: Cul-De-Sac, LevelOther property informationParcel number: 012512000Zoning description: Res",0,0,0,0,1,1,0,17.605645209447605
23041 Cross Of Honor Way,https://www.zillow.com/homedetails/23041-Cross-Of-Honor-Way-Kill-Devil-Hills-NC-27982/247062494_zpid/,2004,0.72,5.0,7.0,2666.0,2021-11-23,775000.0,Rodanthe,27982,"Property detailsPropertyPrivate pool: YesExterior features: OtherLotLot size: 0.72 AcresOther property informationParcel number: 012458313, Property detailsParkingParking features: Off Street, PavedPropertyPrivate pool: YesPool features: In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: Semi-Soundfront, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.72 AcresLot features: LevelOther property informationZoning description: Res",1,0,0,0,1,1,0,9.654763261152977
23047 G A Kohler Ct,https://www.zillow.com/homedetails/23047-G-A-Kohler-Ct-Rodanthe-NC-27968/2076772233_zpid/,1998,0.09182736455463728,4.0,3.0,1724.0,2021-05-20,250000.0,Rodanthe,27982,"Property detailsParkingParking features: No Garage, On StreetHas uncovered spaces: YesPropertyPool features: NoneExterior features: LightingPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 4,000 sqftOther property informationZoning description: RES, Property detailsPropertyExterior features: OtherLotLot size: 3,998 sqftOther property informationParcel number: 012511006",0,1,0,0,1,1,0,15.798626584835189
23048 Cross Of Honor Way,https://www.zillow.com/homedetails/23048-Cross-Of-Honor-Way-Rodanthe-NC-27968/2071563375_zpid/,2005,1.07,1.0,13.0,5946.0,2021-10-19,1550000.0,Rodanthe,27982,"Property detailsParkingParking features: Off Street, PavedPropertyPrivate pool: YesPool features: Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Storage, Dry EntryPatio and porch details: Covered Decks, Patio, Screened Porch, Sun DeckView description: Ocean, SoundWaterfront features: Soundfront, Waterfront, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 1.07 AcresLot features: Level, LandscapedOther property informationZoning description: Res, Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: Park, WaterHas waterview: YesWaterview: WaterLotLot size: 1.06 AcresOther property informationParcel number: 012458340",1,0,1,0,1,1,0,10.80468420408815
23048 Joe Bell Ln,https://www.zillow.com/homedetails/23048-Joe-Bell-Ln-LOT-3-Rodanthe-NC-27968/2076059534_zpid/,2005,0.78,6.0,8.0,3782.0,2020-10-20,630000.0,Rodanthe,27968,"Property detailsParkingParking features: No Garage, PavedPropertyPrivate pool: YesPool features: Fiberglass, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: SoundWaterfront features: Soundfront, WaterfrontHas waterview: YesWaterview: SoundLotLot size: 0.78 AcresLot features: LevelOther property informationZoning description: Res",1,0,1,0,0,1,0,22.763862010613952
23064 Cross Of Honor Way,https://www.zillow.com/homedetails/23064-Cross-Of-Honor-Way-Kill-Devil-Hills-NC-27982/86650862_zpid/,2000,0.64,3.0,4.0,2622.0,2022-04-27,620000.0,Rodanthe,27982,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.64 AcresOther property informationParcel number: 012458311, Property detailsParkingParking features: No Garage, PavedPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: 4 - lots from oceanfront (5th ro, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.64 AcresLot features: LevelOther property informationZoning description: S-1",0,0,0,0,1,1,1,4.562256228154354
23101 Banzai Lndg,https://www.zillow.com/homedetails/23101-Banzai-Lndg-Rodanthe-NC-27968/2070414538_zpid/,2004,0.34,7.0,8.0,4365.0,2021-06-04,750000.0,Rodanthe,27982,"Property detailsParkingParking features: No Garage, Off Street, Paved, UnpavedAccessibilityAccessibility features: Handicap FriendlyPropertyPrivate pool: YesPool features: Private Pool, PrivateExterior features: Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, Salt Marsh, SoundWaterfront features: NoneHas waterview: YesWaterview: Ocean,Salt Marsh,SoundLotLot size: 0.34 AcresLot size dimensions: 15000Lot features: LevelOther property informationZoning description: S1, Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.34 AcresOther property informationParcel number: 012464002",1,0,0,0,0,1,0,15.305803323577258
23150 Joe Bell Ln,https://www.zillow.com/homedetails/23150-Joe-Bell-Ln-Rodanthe-NC-27968/333782678_zpid/,2002,0.34,6.0,7.0,3382.0,2021-10-27,675000.0,Rodanthe,27968,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Outdoor Pool, In Ground, Private Pool, PrivateSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.34 AcresLot features: LevelOther property informationParcel number: 012465001Zoning description: Res",1,0,0,0,1,1,0,10.541845131417254
23161 Corbina Dr W,https://www.zillow.com/homedetails/23161-Corbina-Dr-W-Rodanthe-NC-27968/2072156797_zpid/,1991,0.77,5.0,4.0,2952.0,2021-06-01,799000.0,Waves,27982,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPrivate pool: YesPool features: Heated, In Ground, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, Jet TubExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: Ocean, Salt Marsh, SoundWaterfront features: Soundfront, Bulkheaded, Waterfront, Beach AccessHas waterview: YesWaterview: Ocean,Salt Marsh,SoundLotLot size: 0.77 AcresLot features: Cul-De-Sac, LevelOther property informationZoning description: Res, Property detailsPropertyPrivate pool: YesExterior features: OtherLotLot size: 0.77 AcresOther property informationParcel number: 011485000",1,0,1,0,1,1,0,15.404367975828844
23168 Corbina Dr W,https://www.zillow.com/homedetails/23168-Corbina-Dr-W-LOT-40-Rodanthe-NC-27968/2076062570_zpid/,1997,0.2295684113865932,3.0,2.0,1975.0,2020-10-13,325000.0,Rodanthe,27968,"Property detailsParkingTotal spaces: 2Parking features: 2 CarGarage spaces: 2Covered spaces: 2PropertyPool features: NoneExterior features: Outdoor Shower, Dry EntryPatio and porch details: Covered Decks, Sun DeckFencing: FencedView description: Ocean, SoundWaterfront features: Semi-SoundfrontHas waterview: YesWaterview: Ocean,SoundLotLot size: 9,750 sqftLot size dimensions: 65 x 150Lot features: LevelOther property informationZoning description: Res, Property detailsParkingParking features: Garage - AttachedPropertyExterior features: Other, ShingleView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 011474000",0,0,0,0,0,1,0,22.993846199200988
23178 Corbina Dr W,https://www.zillow.com/homedetails/23178-Corbina-Dr-W-Rodanthe-NC-27968/2066784399_zpid/,2021,0.2295684113865932,3.0,3.0,1398.0,2022-01-06,449000.0,Rodanthe,27968,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Dry EntryPatio and porch details: Covered Decks, Sun DeckView description: SoundWaterfront features: NoneHas waterview: YesWaterview: SoundLotLot size: 10,000 sqftLot features: Cul-De-Sac, LevelOther property informationZoning description: Res",0,0,0,0,0,1,0,8.209148361463047
23179 Wimble Shoals Dr,https://www.zillow.com/homedetails/23179-Wimble-Shoals-Dr-Rodanthe-NC-27968/2067231254_zpid/,2018,0.3,4.0,4.0,1917.0,2021-02-05,460000.0,Waves,27982,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: NoneHas waterview: YesWaterview: Ocean,SoundLotLot size: 1,814 sqftLot features: LevelOther property informationZoning description: Res, Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.30 AcresOther property informationParcel number: 011539000, Property detailsParkingParking features: CarportLotLot size: 0.30 Acres",0,0,0,0,0,1,0,19.215534529556848
23180 Corbina Dr,https://www.zillow.com/homedetails/23180-Corbina-Dr-Waves-NC-27982/228616865_zpid/,1986,0.2295684113865932,3.0,2.0,1008.0,2020-12-09,350000.0,Waves,27982,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 011480000",0,0,0,0,0,1,0,21.12111780642085
23180 W Corbina Dr,https://www.zillow.com/homedetails/23180-W-Corbina-Dr-Rodanthe-NC-27968/2077541573_zpid/,1986,0.22959136822773185,3.0,2.0,1008.0,2020-12-08,350000.0,Rodanthe,27968,"Property detailsParkingParking features: CarportLotLot size: 10,001 sqft, Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Covered Decks, Sun Deck, Roof Top DeckView description: SoundWaterfront features: None, Beach AccessHas waterview: YesWaterview: SoundLotLot size: 10,000 sqftLot features: LevelOther property informationZoning description: Res",0,0,0,0,1,1,0,21.15397269050471
