StreetAddress,ListingLink-href,YearBuilt,LotSize,Bedrooms,Bathrooms,Size,DateSold,Price,City,Zip,PropertyDetails,PrivatePool,OceanFront,SoundFront,CanalFront,BeachAccess,WaterView,LotsFromOceanFront,MonthsSold
39272 Angelfish Rd,https://www.zillow.com/homedetails/39272-Angelfish-Rd-Avon-NC-27915/228618301_zpid/,1973,0.12626262626262627,4.0,5.0,3585.0,2022-05-31,619000.0,Avon,27915,"Property detailsParkingParking features: Off Street, PavedPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Roof Top DeckView description: Ocean, SoundWaterfront features: Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Ocean,SoundLotLot size: 5,500 sqftLot features: Cul-De-Sac, LevelOther property informationParcel number: 013638000Zoning description: Res",0,0,0,0,1,1,0,3.445181719263001
39272 Ocean Ln,https://www.zillow.com/homedetails/39272-Ocean-Ln-Avon-NC-27915/228618636_zpid/,1977,0.0,3.0,2.0,1072.0,2021-09-13,335700.0,Avon,27915,"Property detailsParkingParking features: No Garage, Off Street, PavedPropertyPool features: NonePatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: 3 - lots from oceanfront (4th roHas waterview: YesWaterview: OceanOther property informationParcel number: 014061000Zoning description: R-1",0,0,0,0,0,1,1,11.987451581067145
39273 Sailfish Ln,https://www.zillow.com/homedetails/39273-Sailfish-Ln-Avon-NC-27915/228618066_zpid/,1995,0.12628558310376492,3.0,2.0,1176.0,2019-12-27,280000.0,Avon,27915,"Property detailsParkingTotal spaces: 4Parking features: Off-streetPropertyExterior features: Other, ShingleView description: WaterHas waterview: YesWaterview: WaterLotLot size: 5,501 sqftOther property informationParcel number: 013401000",0,0,0,0,0,1,0,32.554609017564815
39274 Wahoo Cir,https://www.zillow.com/homedetails/39274-Wahoo-Cir-Avon-NC-27915/228618232_zpid/,1974,0.12628558310376492,3.0,2.0,1316.0,2020-01-10,250000.0,Avon,27915,"Property detailsParkingParking features: CarportPropertyExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 5,501 sqftOther property informationParcel number: 013570000",0,0,0,0,0,1,0,32.09464064039074
39278 Wahoo Cir,https://www.zillow.com/homedetails/39278-Wahoo-Cir-Avon-NC-27915/228618233_zpid/,2002,0.1376951331496786,4.0,4.0,2112.0,2020-07-24,395000.0,Avon,27915,"Property detailsParkingParking features: CarportPropertySpa included: YesExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 5,998 sqftOther property informationParcel number: 013571000",0,0,0,0,0,1,0,25.655083359953775
39283 Wahoo Cir,https://www.zillow.com/homedetails/39283-Wahoo-Cir-Avon-NC-27915/228618219_zpid/,1975,0.1376951331496786,3.0,2.0,960.0,2020-04-09,253000.0,Avon,27915,"Property detailsPropertyExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 5,998 sqftOther property informationParcel number: 013557000",0,0,0,0,0,1,0,29.137701072843154
39285 Pamlico Ct,https://www.zillow.com/homedetails/39285-Pamlico-Ct-Avon-NC-27915/228618047_zpid/,1999,0.37,5.0,5.0,2800.0,2020-10-16,605000.0,Avon,27915,Property detailsPropertyPrivate pool: YesSpa included: YesExterior features: Cement / ConcreteView description: WaterHas waterview: YesWaterview: WaterLotLot size: 0.37 AcresOther property informationParcel number: 013380000,1,0,0,0,0,1,0,22.89527309690936
39287 Kinnakeet Dr N,https://www.zillow.com/homedetails/39287-Kinnakeet-Dr-N-Avon-NC-27915/228632259_zpid/,1984,0.53,4.0,4.0,2944.0,2022-05-04,1395000.0,Avon,27915,"Property detailsParkingParking features: Paved, Off Street, UnpavedPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Covered Decks, Sun DeckView description: Ocean, SoundWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.53 AcresLot features: Cul-De-Sac, LevelOther property informationParcel number: 027837000Zoning description: Res",0,1,0,0,1,1,0,4.332263589527278
39290 Sailfish Ln,https://www.zillow.com/homedetails/39290-Sailfish-Ln-Avon-NC-27915/228618075_zpid/,1970,0.0,3.0,3.0,1920.0,2021-12-06,555000.0,Avon,27915,"Property detailsParkingTotal spaces: 1Parking features: 1 Car, Attached, Off Street, Paved, On Street, UndergroundGarage spaces: 1PropertyPool features: NoneExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Sun Deck, Roof Top DeckView description: Ocean, SoundWaterfront features: 2 - lots from oceanfront (3rd ro, Bulkheaded, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: Ocean,SoundLotLot features: Level, LandscapedOther property informationParcel number: 013410000Zoning description: Res",0,0,0,0,1,1,1,9.227641318022728
39298 Ocean Ln,https://www.zillow.com/homedetails/39298-Ocean-Ln-Avon-NC-27915/2085317045_zpid/,1978,0.22959136822773185,3.0,2.0,1346.0,2020-07-10,312000.0,Frisco,27915,"Property detailsParkingTotal spaces: 2Parking features: CarportPropertyExterior features: WoodLotLot size: 10,001 sqft, Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 10,000 sqftOther property informationParcel number: 014059000",0,0,0,0,0,1,0,26.115051737127843
39300 Wahoo Cir,https://www.zillow.com/homedetails/39300-Wahoo-Cir-Avon-NC-27915/228618230_zpid/,1987,0.13774104683195593,3.0,4.0,2100.0,2021-12-17,630000.0,Avon,27915,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 6,000 sqftLot features: Corner Lot, Cul-De-Sac, LevelOther property informationParcel number: 013568000Zoning description: Res",0,0,0,0,1,1,0,8.866237593100246
39301 Hatteras Ln,https://www.zillow.com/homedetails/39301-Hatteras-Ln-Frisco-NC-27915/86653033_zpid/,1982,0.2295684113865932,4.0,2.0,1456.0,2021-05-04,440000.0,Frisco,27915,"Property detailsParkingParking features: PavedPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun Deck, Roof Top DeckView description: Ocean, SoundWaterfront features: Semi-Oceanfront (2nd row)Has waterview: YesWaterview: Ocean,SoundLotLot size: 10,000 sqftOther property informationParcel number: 014058000Zoning description: R-1",0,0,0,0,0,1,0,16.32429628013694
39303 Sandfiddler Ln,https://www.zillow.com/homedetails/39303-Sandfiddler-Ln-Avon-NC-27915/228618252_zpid/,1979,0.13774104683195593,3.0,2.0,1344.0,2019-10-03,300000.0,Avon,27915,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 6,000 sqftOther property informationParcel number: 013591000",0,0,0,0,0,1,0,35.34727416469309
39305 Nova Dr,https://www.zillow.com/homedetails/39305-Nova-Dr-Avon-NC-27915/228618032_zpid/,1985,0.34,5.0,4.0,2400.0,2021-01-25,440000.0,Avon,27915,"Property detailsParkingParking features: Off Street, PavedAccessibilityAccessibility features: Handicap FriendlyPropertyPrivate pool: YesPool features: Fiberglass, Heated, Outdoor Pool, Private Pool, PrivateSpa included: YesSpa features: Private, BathExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: Ocean, Park Serv/Preserve, Salt Marsh, SoundWaterfront features: Semi-Oceanfront (2nd row), Beach AccessFrontage length: Roadfront: 253Has waterview: YesWaterview: Ocean,Salt Marsh,SoundLotLot size: 0.34 AcresLot size dimensions: 84 x 30 x 139 x 102 x 157Lot features: Corner Lot, Cul-De-SacOther property informationParcel number: 013364000Zoning description: R1",1,0,0,0,1,1,0,19.57692980443929
39306 Wahoo Cir,https://www.zillow.com/homedetails/39306-Wahoo-Cir-Avon-NC-27915/228618229_zpid/,1982,0.18328741965105602,3.0,3.0,1330.0,2021-01-19,467000.0,Avon,27915,"Property detailsPropertyExterior features: WoodLotLot size: 7,984 sqftOther property informationParcel number: 013567000",0,0,0,0,0,0,0,19.77405910894246
39306 Wahoo Cir #21,https://www.zillow.com/homedetails/39306-Wahoo-Cir-21-Avon-NC-27915/2076501393_zpid/,1982,0.18328741965105602,3.0,3.0,1330.0,2021-01-19,467000.0,Avon,27915,"Property detailsPropertyPool features: NoneView description: OceanWaterfront features: Ocean FrontFrontage length: Waterfront: 65Has waterview: YesWaterview: OceanLotLot size: 7,984 sqftLot features: Adj to Park Serv./PreservOther property informationZoning description: R-1",0,1,0,0,0,1,0,19.77405910894246
39307 Angelfish Rd,https://www.zillow.com/homedetails/39307-Angelfish-Rd-Avon-NC-27915/228618286_zpid/,1968,0.1147842056932966,3.0,2.0,816.0,2020-04-27,229000.0,Avon,27915,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 5,000 sqftOther property informationParcel number: 013626000",0,0,0,0,0,1,0,28.546313159333636
39307 Wahoo Cir,https://www.zillow.com/homedetails/39307-Wahoo-Cir-Avon-NC-27915/228618223_zpid/,1998,0.12626262626262627,4.0,3.0,1980.0,2021-04-19,460000.0,Avon,27915,"Property detailsParkingParking features: Carport, No Garage, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Sun DeckView description: OceanWaterfront features: Semi-Oceanfront (2nd row), Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 5,500 sqftLot features: Cul-De-SacOther property informationParcel number: 013561000Zoning description: R-1",0,0,0,0,1,1,0,16.817119541394874
39308 Sandfiddler Ln,https://www.zillow.com/homedetails/39308-Sandfiddler-Ln-LOT-55-Avon-NC-27915/2099898430_zpid/,1975,0.2066115702479339,3.0,2.0,1128.0,2020-10-27,420000.0,Avon,27915,"Property detailsParkingParking features: Off Street, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, StoragePatio and porch details: Covered Decks, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: OceanOther property informationZoning description: RES, Property detailsPropertyExterior features: WoodLotLot size: 9,000 sqftOther property informationParcel number: 013598000",0,1,0,0,1,1,0,22.533869371986878
39310 Pamlico Ct,https://www.zillow.com/homedetails/39310-Pamlico-Ct-Avon-NC-27915/250038496_zpid/,1984,0.34,5.0,4.0,2300.0,2020-03-31,680000.0,Avon,27915,Property detailsParkingTotal spaces: 1Parking features: CarportPropertySpa included: YesExterior features: WoodView description: ParkLotLot size: 0.34 AcresOther property informationParcel number: 029559000,0,0,0,0,0,0,0,29.43339502959791
39310 Wahoo Cir,https://www.zillow.com/homedetails/39310-Wahoo-Cir-Avon-NC-27915/228618227_zpid/,1986,0.2065886134067952,4.0,3.0,2163.0,2020-04-29,575000.0,Avon,27915,"Property detailsPropertySpa included: YesExterior features: OtherLotLot size: 8,999 sqftOther property informationParcel number: 013565000",0,0,0,0,0,0,0,28.48060339116591
39311 Angelfish Rd,https://www.zillow.com/homedetails/39311-Angelfish-Rd-Avon-NC-27915/228618288_zpid/,1984,0.19513314967860423,4.0,2.0,1400.0,2021-08-13,622000.0,Avon,27915,"Property detailsPropertyPool features: NoneExterior features: StorageWaterfront features: Ocean FrontFrontage length: Waterfront: 70LotLot size: 8,500 sqftLot size dimensions: 70' on the oceanOther property informationParcel number: 013628000Zoning description: Res.",0,1,0,0,0,0,0,13.00595298766687
39311 Sandfiddler Ln,https://www.zillow.com/homedetails/39311-Sandfiddler-Ln-LOT-52-Avon-NC-27915/2076057818_zpid/,1999,0.2066115702479339,4.0,4.0,1979.0,2020-11-06,725000.0,Avon,27915,"Property detailsParkingParking features: Carport, Off Street, Underground, UnpavedHas garage: YesCarport: YesPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Lighting, Outdoor Shower, Storage, Dry EntryPatio and porch details: Covered Decks, Screened Porch, Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach Access, Boardwalk to BeachFrontage length: Waterfront: 70Has waterview: YesWaterview: OceanLotLot size: 9,000 sqftLot features: Adj to Park Serv./PreservOther property informationZoning description: R1, Property detailsParkingParking features: CarportPropertySpa included: YesExterior features: WoodLotLot size: 8,999 sqftOther property informationParcel number: 013595000",0,1,0,0,1,1,0,22.205320531148256
39311 Wahoo Cir,https://www.zillow.com/homedetails/39311-Wahoo-Cir-Avon-NC-27915/228618225_zpid/,1984,0.18365472910927455,4.0,5.0,2400.0,2021-04-05,769000.0,Avon,27915,"Property detailsParkingParking features: PavedPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, Storage, Dry EntryPatio and porch details: Sun DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Waterfront, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 8,000 sqftLot features: Cul-De-Sac, LevelOther property informationParcel number: 013563000Zoning description: R-1",0,1,0,0,1,1,0,17.27708791856894
39312 Angelfish Rd,https://www.zillow.com/homedetails/39312-Angelfish-Rd-Avon-NC-27915/228618293_zpid/,1976,0.1721763085399449,4.0,3.0,1528.0,2022-06-10,755000.0,Avon,27915,"Property detailsParkingParking features: Carport, Paved, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Screened Porch, Sun Deck, Roof Top DeckView description: OceanWaterfront features: Ocean Front, Beach AccessHas waterview: YesWaterview: OceanLotLot size: 7,500 sqftOther property informationParcel number: 013632000Zoning description: Res",0,1,0,0,1,1,0,3.11663287842438
39312 Sailfish Ln,https://www.zillow.com/homedetails/39312-Sailfish-Ln-Avon-NC-27915/228618071_zpid/,1999,0.14921946740128558,4.0,4.0,3900.0,2020-09-18,760000.0,Avon,27915,"Property detailsParkingTotal spaces: 2Parking features: Garage - AttachedPropertyExterior features: Cement / ConcreteView description: ParkLotLot size: 6,499 sqftOther property informationParcel number: 013407000, Property detailsParkingTotal spaces: 2Parking features: 2 Car, Attached, Off Street, Paved, UndergroundGarage spaces: 2AccessibilityAccessibility features: Handicap FriendlyPropertyPool features: NoneSpa included: YesSpa features: Jet Tub, BathExterior features: Lighting, Outdoor Shower, Storage, Dry EntryPatio and porch details: Covered DecksView description: Ocean, Park Serv/Preserve, SoundWaterfront features: Ocean Front, Beach Front, Bulkheaded, Beach Access, Boardwalk to BeachFrontage length: Waterfront: 60Has waterview: YesWaterview: Ocean,SoundLotLot size: 6,500 sqftLot features: Adj to Park Serv./Preserv, Cul-De-SacOther property informationZoning description: R1",0,1,0,0,1,1,0,23.8152098512575
39316 Angelfish Rd,https://www.zillow.com/homedetails/39316-Angelfish-Rd-Avon-NC-27915/228618291_zpid/,1976,0.18365472910927455,3.0,2.0,1561.0,2021-04-07,535000.0,Avon,27915,"Property detailsParkingParking features: Paved, Off StreetPropertyPool features: NoneSpa included: YesSpa features: PrivateExterior features: Outdoor ShowerPatio and porch details: Screened Porch, Sun Deck, Roof Top DeckView description: OceanWaterfront features: Ocean Front, Beach Front, Beach Access, Boardwalk to BeachHas waterview: YesWaterview: OceanLotLot size: 8,000 sqftLot features: Cul-De-Sac, LevelOther property informationParcel number: 013630000Zoning description: Res",0,1,0,0,1,1,0,17.211378150401217
39364 Pamlico Ct,https://www.zillow.com/homedetails/39364-Pamlico-Ct-Avon-NC-27915/228618054_zpid/,1980,0.36,3.0,2.0,1432.0,2021-03-16,725000.0,Avon,27915,"Property detailsParkingParking features: Off StreetPropertyPool features: NoneExterior features: Lighting, Outdoor Shower, Dry EntryPatio and porch details: Sun DeckView description: Ocean, Park Serv/Preserve, SoundWaterfront features: Ocean Front, Beach Front, Beach AccessHas waterview: YesWaterview: Ocean,SoundLotLot size: 0.36 AcresLot features: Adj to Park Serv./Preserv, Cul-De-Sac, LevelOther property informationParcel number: 013389000Zoning description: Res",0,1,0,0,1,1,0,17.934185600246185
39488 State Highway 12,https://www.zillow.com/homedetails/39488-State-Highway-12-Avon-NC-27915/228618029_zpid/,1987,0.0,2.0,2.0,912.0,2022-04-20,349000.0,Avon,27915,"Property detailsParkingParking features: Carport, Parking Lot, Paved, Off Street, UndergroundHas garage: YesCarport: YesPropertyPool features: Outdoor Pool, Association Pool, AssociationExterior features: Lighting, Outdoor Shower, Storage, DockPatio and porch details: Covered Decks, Sun DeckView description: Sound, Salt Marsh, Creek/StreamWaterfront features: Creekfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: Sound,Salt Marsh,Creek/StreamLotLot features: LevelOther property informationParcel number: 013360999Attached to another structure: YesZoning description: Res",0,0,0,0,0,1,0,4.792231966701347
39488 State Highway 12 #1A2,https://www.zillow.com/homedetails/39488-State-Highway-12-1A2-Avon-NC-27915/228618018_zpid/,1987,0.0,2.0,2.0,912.0,2022-04-20,349000.0,Avon,27915,Property detailsPropertyExterior features: OtherOther property informationParcel number: 013360002,0,0,0,0,0,0,0,4.792231966701347
39488 State Highway 12 #1A4,https://www.zillow.com/homedetails/39488-State-Highway-12-1A4-Avon-NC-27915/308901352_zpid/,1987,0.0,2.0,2.0,986.0,2022-03-23,265000.0,Avon,27915,Property detailsPropertyExterior features: OtherOther property informationParcel number: 013360004,0,0,0,0,0,0,0,5.712168721049485
39488 State Highway 12 #1B3,https://www.zillow.com/homedetails/39488-State-Highway-12-1B3-Avon-NC-27915/228618024_zpid/,1987,0.0,2.0,2.0,912.0,2021-01-28,180000.0,Avon,27915,Property detailsPropertyExterior features: OtherOther property informationParcel number: 013360007,0,0,0,0,0,0,0,19.478365152187703
39488 State Highway 12 #1C3,https://www.zillow.com/homedetails/39488-State-Highway-12-1C3-Avon-NC-27915/228618028_zpid/,1987,0.0,2.0,2.0,912.0,2020-10-15,185000.0,Avon,27915,Property detailsPropertyExterior features: OtherOther property informationParcel number: 013360011,0,0,0,0,0,0,0,22.92812798099322
39680 State Highway 12,https://www.zillow.com/homedetails/39680-State-Highway-12-Avon-NC-27915/228618578_zpid/,1987,0.0,3.0,2.0,1116.0,2022-05-23,399000.0,Avon,27915,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneExterior features: Lighting, Outdoor ShowerPatio and porch details: Covered Decks, Sun DeckWaterfront features: NoneLotLot features: LevelOther property informationParcel number: 013971000Zoning description: Res",0,0,0,0,0,0,0,3.708020791933898
39810 State Highway 12,https://www.zillow.com/homedetails/39810-State-Highway-12-Avon-NC-27915/228618396_zpid/,2003,0.14919651056014693,4.0,4.0,2638.0,2020-09-08,308500.0,Avon,27915,"Property detailsPropertySpa included: YesExterior features: VinylLotLot size: 6,499 sqftOther property informationParcel number: 013736000",0,0,0,0,0,0,0,24.143758692096117
39848 State Highway 12,https://www.zillow.com/homedetails/39848-State-Highway-12-Avon-NC-27915/86652145_zpid/,2000,0.02497704315886134,3.0,2.0,1088.0,2020-09-10,260000.0,Avon,27915,"Property detailsPropertyExterior features: WoodLotLot size: 1,088 sqftOther property informationParcel number: 013730000",0,0,0,0,0,0,0,24.078048923928396
39916 State Highway 12,https://www.zillow.com/homedetails/39916-State-Highway-12-LOT-23-Avon-NC-27915/2076059073_zpid/,1977,0.14921946740128558,3.0,1.0,816.0,2020-10-15,155250.0,Avon,27915,"Property detailsParkingParking features: Off StreetPropertyPool features: NoneExterior features: Outdoor Shower, StoragePatio and porch details: Covered Decks, Sun DeckWaterfront features: NoneLotLot size: 6,500 sqftLot features: LevelOther property informationZoning description: Res",0,0,0,0,0,0,0,22.92812798099322
40004 Reef Dr,https://www.zillow.com/homedetails/40004-Reef-Dr-Avon-NC-27915/250251999_zpid/,1987,0.45,4.0,3.0,2116.0,2021-01-27,550500.0,Avon,27915,"Property detailsParkingParking features: Off Street, Paved, UndergroundHas garage: YesPropertyPool features: NonePatio and porch details: Sun DeckView description: SoundWaterfront features: Soundfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: SoundLotLot size: 0.45 AcresLot features: LevelOther property informationParcel number: 02624600004Zoning description: Res",0,0,1,0,0,1,0,19.511220036271563
40031 Old Main Rd,https://www.zillow.com/homedetails/40031-Old-Main-Rd-Avon-NC-27915/228618980_zpid/,1960,0.21808999081726355,2.0,2.0,1120.0,2021-04-29,91000.0,Avon,27915,"Property detailsPropertyExterior features: OtherLotLot size: 9,500 sqftOther property informationParcel number: 014649000",0,0,0,0,0,0,0,16.488570700556252
40036 Harbor Rd,https://www.zillow.com/homedetails/40036-Harbor-Rd-Avon-NC-27915/228618992_zpid/,2001,0.21808999081726355,4.0,3.0,2550.0,2021-02-04,360000.0,Avon,27915,"Property detailsParkingParking features: No Garage, Off Street, PavedPropertyPool features: NoneExterior features: StoragePatio and porch details: Covered Decks, Sun DeckView description: SoundWaterfront features: NoneHas waterview: YesWaterview: SoundLotLot size: 9,500 sqftLot features: Corner Lot, LevelOther property informationParcel number: 014660000Zoning description: Res",0,0,0,0,0,1,0,19.248380963600667
40036 N End Rd,https://www.zillow.com/homedetails/40036-N-End-Rd-Avon-NC-27915/228618774_zpid/,1961,0.21808999081726355,2.0,1.0,960.0,2021-12-16,265000.0,Avon,27915,"Property detailsPropertyExterior features: OtherLotLot size: 9,500 sqftOther property informationParcel number: 014366000",0,0,0,0,0,0,0,8.899092477184109
40041 Marlin Dr,https://www.zillow.com/homedetails/40041-Marlin-Dr-Avon-NC-27915/337483777_zpid/,2020,0.12626262626262627,3.0,2.0,1565.0,2020-02-24,100000.0,Avon,27915,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 5,500 sqftOther property informationParcel number: 013523000",0,0,0,0,0,1,0,30.616170856616947
40047 State Route 1416,https://www.zillow.com/homedetails/40047-State-Route-1416-Avon-NC-27915/86653208_zpid/,1984,0.2295684113865932,4.0,3.0,1861.0,2020-03-04,512000.0,Avon,27915,"Property detailsPropertyExterior features: OtherLotLot size: 10,000 sqftOther property informationParcel number: 014747000",0,0,0,0,0,0,0,30.32047689986219
40048 Marlin Dr,https://www.zillow.com/homedetails/40048-Marlin-Dr-Avon-NC-27915/228618196_zpid/,1982,0.0,3.0,2.0,1010.0,2022-04-26,325000.0,Avon,27915,"Property detailsParkingParking features: Carport, Off Street, Paved, UndergroundHas garage: YesCarport: YesPropertyPool features: NoneWaterfront features: 3 - lots from oceanfront (4th ro, Beach AccessLotLot features: LevelOther property informationParcel number: 013536000Zoning description: R-1",0,0,0,0,1,0,1,4.595102662198174
40056 Brinkley Ln,https://www.zillow.com/homedetails/40056-Brinkley-Ln-Avon-NC-27915/228619058_zpid/,2007,0.0,3.0,2.0,1498.0,2022-02-01,240000.0,Avon,27915,"Property detailsParkingParking features: No Garage, Off StreetPropertyPool features: NoneWaterfront features: NoneLotLot features: LevelOther property informationParcel number: 014724002Zoning description: Res",0,0,0,0,0,0,0,7.35491292524259
40065 Harbor Rd,https://www.zillow.com/homedetails/40065-Harbor-Rd-Avon-NC-27915/333781529_zpid/,1996,0.46,2.0,2.0,1052.0,2020-05-11,200000.0,Avon,27915,Property detailsPropertyExterior features: OtherLotLot size: 0.46 AcresOther property informationParcel number: 014656000,0,0,0,0,0,0,0,28.086344782159568
40065 Marlin Dr,https://www.zillow.com/homedetails/40065-Marlin-Dr-Avon-NC-27915/228618185_zpid/,2002,0.1147842056932966,4.0,4.0,2262.0,2020-03-06,372500.0,Avon,27915,"Property detailsParkingParking features: CarportPropertySpa included: YesExterior features: WoodView description: WaterHas waterview: YesWaterview: WaterLotLot size: 5,000 sqftOther property informationParcel number: 013525000",0,0,0,0,0,1,0,30.254767131694464
40075 Harbor Rd,https://www.zillow.com/homedetails/40075-Harbor-Rd-Avon-NC-27915/2068759084_zpid/,2012,0.02203856749311295,2.0,2.0,960.0,2021-11-29,445000.0,Avon,27915,"Property detailsParkingParking features: No Garage, Paved, Off Street, UndergroundHas garage: YesPropertyPool features: NoneExterior features: Outdoor Shower, DockPatio and porch details: Sun DeckView description: Harbor, SoundWaterfront features: Harborfront, Bulkheaded, WaterfrontHas waterview: YesWaterview: Harbor,SoundLotLot size: 960 sqftLot features: Easement(s)Other property informationZoning description: R2A",0,0,0,0,0,1,0,9.457625506609764
40088 Harbor Dr,https://www.zillow.com/homedetails/40088-Harbor-Dr-Avon-NC-27915/250038326_zpid/,1975,0.41,3.0,2.0,1880.0,2020-06-29,145000.0,Avon,27915,Property detailsParkingTotal spaces: 2PropertyExterior features: OtherLotLot size: 0.41 AcresOther property informationParcel number: 026248000,0,0,0,0,0,0,0,26.47645546205033
40088 Marlin Dr,https://www.zillow.com/homedetails/40088-Marlin-Dr-Avon-NC-27915/228618193_zpid/,1986,0.14921946740128558,3.0,3.0,1310.0,2020-03-06,280000.0,Avon,27915,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 6,500 sqftOther property informationParcel number: 013533000",0,0,0,0,0,1,0,30.254767131694464
40093 Reef Dr,https://www.zillow.com/homedetails/40093-Reef-Dr-Avon-NC-27915/228619106_zpid/,1981,0.29,4.0,2.0,1150.0,2020-03-12,243000.0,Avon,27915,Property detailsParkingParking features: Garage - AttachedPropertyExterior features: OtherLotLot size: 0.29 AcresOther property informationParcel number: 014779000,0,0,0,0,0,0,0,30.057637827191293
40098 Harbor Rd,https://www.zillow.com/homedetails/40098-Harbor-Rd-Avon-NC-27915/2073094813_zpid/,1983,0.55,3.0,2.0,1380.0,2021-05-05,215000.0,Avon,27915,"Property detailsParkingParking features: AttachedPropertyPool features: NoneWaterfront features: NoneLotLot size: 0.55 AcresOther property informationZoning description: res, Property detailsPropertyExterior features: OtherLotLot size: 0.41 AcresOther property informationParcel number: 014523000",0,0,0,0,0,0,0,16.291441396053077
40116 Harbor Rd,https://www.zillow.com/homedetails/40116-Harbor-Rd-Avon-NC-27915/250038624_zpid/,2013,0.0,1.0,1.0,400.0,2022-02-09,125000.0,Avon,27915,"Property detailsPropertyPool features: NonePatio and porch details: Sun DeckWaterfront features: NoneLotLot size: 6,000 sqftLot features: LevelOther property informationParcel number: 026481000Zoning description: Res",0,0,0,0,0,0,0,7.092073852571693
40125 State Highway 12,https://www.zillow.com/homedetails/40125-State-Highway-12-Avon-NC-27915/308900884_zpid/,1968,0.16069788797061524,2.0,1.0,632.0,2019-12-17,85000.0,Avon,27915,"Property detailsPropertyExterior features: OtherView description: WaterHas waterview: YesWaterview: WaterLotLot size: 7,000 sqftOther property informationParcel number: 013547000",0,0,0,0,0,1,0,32.88315785840343
40143 Harbor Rd,https://www.zillow.com/homedetails/40143-Harbor-Rd-Avon-NC-27915/228618836_zpid/,1940,0.33,4.0,2.0,1673.0,2020-07-17,214000.0,Avon,27915,Property detailsPropertyExterior features: OtherLotLot size: 0.33 AcresOther property informationParcel number: 014467000,0,0,0,0,0,0,0,25.88506754854081
40144 Harbor Rd,https://www.zillow.com/homedetails/40144-Harbor-Rd-Avon-NC-27915/247062900_zpid/,2014,0.34,4.0,3.0,1620.0,2020-08-10,250000.0,Avon,27915,Property detailsPropertyExterior features: OtherLotLot size: 0.34 AcresOther property informationParcel number: 014500001,0,0,0,0,0,0,0,25.09655033052812
40145 Bonito Rd,https://www.zillow.com/homedetails/40145-Bonito-Rd-Avon-NC-27915/2081438767_zpid/,0,0.0,1.0,1.0,736.0,2019-11-12,125000.0,Avon,27915,nan,0,0,0,0,0,0,0,34.033078801338604
